"STAID","N","N_qSC","DATE.B","DATE.E","Model","ALPHA","ECK.OHS.BETA","ECK.CaF.BETA","CS","CBmn","CBamp","sday","CBamp2","RMSE","NS","ACCEPT","Streamflow","BF_Fraction.ECK.CaF","BF_Fraction.ECK.OHS","Days.ECK.CaF","Days.ECK.OHS"
"'06479438'",16438,391,"10/1/1972","10/2/2017","'SCfit'",0.9717,0.8923,0.3485,302.7526,NA,NA,NA,NA,3001.6587,0.4449,"Y",43.7367,0.3102,0.7351,0.0881,0.3109
"'06614800'",16186,226,"10/1/1973","1/23/2018","'SCfit'",0.9797,0.5936,0.4449,38.1829,NA,NA,NA,NA,99.5004,0.5406,"Y",3.019,0.3956,0.517,0.051,0.0777
"'06623800'",19368,213,"10/1/1964","10/10/2017","'SCfit'",0.9822,0.2392,0.3977,45.132,NA,NA,NA,NA,254.5388,0.3229,"Y",115.0391,0.3333,0.2202,0.0627,0.0304
"'06632400'",23011,3,"10/1/1954","9/30/2017","'sin_cos'",0.9692,0.9435,0.4514,85.6925,83.827,42.6848,"1/11/1967",26.2774,0.0046,1,"Y",81.0096,0.4021,0.897,0.0557,0.2239
"'06730300'",8475,67,"7/18/1959","9/29/1982","'SCfit'",0.9979,0.4939,0.0179,198.5332,NA,NA,NA,NA,546.0156,0.6192,"Y",4.4676,0.0074,0.1208,0.0047,0.053
"'06746095'",14256,216,"10/1/1978","10/11/2017","'SCfit'",0.9783,0.3005,0.4505,45.0123,NA,NA,NA,NA,162.334,0.5281,"Y",9.8029,0.4015,0.2807,0.0564,0.0285
"'06783500'",17736,136,"8/2/1946","2/21/1995","'SCfit'",0.9777,0.9803,0.4973,176,NA,NA,NA,NA,774.823,0.5077,"Y",38.5104,0.4039,0.8923,0.0497,0.3287
"'06784000'",9892,112,"10/1/1943","10/29/2017","'sin_cos'",0.9793,0.872,0.732,279.3225,479.307,109.5705,"10/21/1991",10,658.2982,0.4755,"Y",218.0543,0.6714,0.7978,0.0806,0.1496
"'06803510'",17883,24,"1/1/1969","12/18/2017","'SCfit'",0.9784,0.9074,0.3746,1180.5871,NA,NA,NA,NA,9882.5382,0.94,"Y",14.4412,0.2776,0.593,0.0542,0.2825
"'06814000'",25141,191,"2/10/1949","12/10/2017","'sin_cos'",0.9714,0.9858,0.2182,7.1428,669.7469,106.9301,"10/12/1979",37.1314,1919.5873,0.3744,"Y",122.5676,0.1801,0.8567,0.0897,0.5157
"'06821080'",6340,4,"10/1/1999","1/28/2018","'sin_cos'",0.9774,0.5241,0.0315,415.9583,294.7396,28.3532,"5/31/2000",10,49.3791,0.5751,"Y",45.2634,0.0241,0.1685,0.0483,0.2748
"'06846500'",26170,140,"5/13/1946","1/6/2018","'SCfit'",0.9866,0.9884,0.0771,160.9049,NA,NA,NA,NA,2568.6336,0.3693,"Y",10.3968,0.0611,0.8586,0.0139,0.169
"'06847900'",20270,196,"6/12/1962","12/11/2017","'SCfit'",0.98,0.9897,0.1958,55.8157,NA,NA,NA,NA,2098.9535,0.4745,"Y",7.7441,0.1484,0.8743,0.0514,0.3577
"'06858500'",11718,7,"12/1/1946","9/29/1984","'SCfit'",0.9787,0.5966,0.0891,839.2155,NA,NA,NA,NA,102.4289,0.9275,"Y",3.6312,0.0613,0.2623,0.0186,0.076
"'06859500'",10409,13,"4/1/1951","9/29/1979","'SCfit'",0.9658,0.9411,0.1793,335.9141,NA,NA,NA,NA,369.7268,0.7389,"Y",11.3663,0.1406,0.7142,0.0492,0.3089
"'06869950'",5736,7,"3/1/2002","11/12/2017","'sin_cos'",0.9679,0.57,0.13,422.9399,716.6689,140.5694,"10/2/2002",10,205.3262,0.5715,"Y",33.2393,0.0935,0.2777,0.0835,0.2071
"'06870300'",9176,28,"10/1/1954","12/18/2017","'SCfit'",0.9754,0.9302,0.2204,237,NA,NA,NA,NA,951.4882,0.7041,"Y",24.1484,0.1776,0.6105,0.0723,0.3564
"'06876700'",21356,163,"6/17/1959","12/4/2017","'SCfit'",0.9731,0.9689,0.2502,141,NA,NA,NA,NA,8957.4728,0.6183,"Y",63.1091,0.1965,0.8384,0.0752,0.4042
"'06878000'",23360,169,"12/1/1953","11/14/2017","'SCfit'",0.9761,0.9702,0.3107,90,NA,NA,NA,NA,2518.6569,0.6273,"Y",86.2507,0.2354,0.7544,0.0714,0.3809
"'06885500'",23443,268,"10/1/1953","12/6/2017","'SCfit'",0.9781,0.9679,0.1793,125,NA,NA,NA,NA,1672.3629,0.5516,"Y",165.9658,0.14,0.7023,0.0772,0.4721
"'06888000'",16261,77,"4/22/1936","12/3/2017","'SCfit'",0.9706,0.969,0.2626,220,NA,NA,NA,NA,872.5405,0.5757,"Y",83.8528,0.2121,0.7614,0.0846,0.439
"'06888500'",23370,216,"12/18/1953","12/11/2017","'SCfit'",0.9727,0.9724,0.3736,221.3916,NA,NA,NA,NA,1563.0055,0.4778,"Y",182.8698,0.3175,0.8086,0.0947,0.479
"'06889100'",8522,70,"3/1/1964","6/30/1987","'SCfit'",0.972,0.98,0.052,76,NA,NA,NA,NA,836.6553,0.6962,"Y",1.3893,0.0318,0.7111,0.031,0.3252
"'06889120'",8888,90,"3/1/1964","6/30/1988","'SCfit'",0.9705,0.9729,0.0728,147.3608,NA,NA,NA,NA,892.5504,0.7277,"Y",6.7575,0.0555,0.6863,0.052,0.4353
"'06889140'",12631,167,"3/1/1964","9/29/1998","'SCfit'",0.9695,0.971,0.1328,159,NA,NA,NA,NA,1370.5333,0.5642,"Y",10.7257,0.0986,0.6877,0.0603,0.4382
"'06889160'",13545,186,"3/1/1964","3/31/2001","'SCfit'",0.9659,0.9707,0.1872,149.6402,NA,NA,NA,NA,1773.2207,0.6044,"Y",32.2016,0.1481,0.7317,0.0699,0.4762
"'06889200'",21678,321,"10/1/1958","2/5/2018","'SCfit'",0.9683,0.9699,0.2496,165.1747,NA,NA,NA,NA,2397.7444,0.4515,"Y",91.7324,0.205,0.7612,0.0875,0.4911
"'06889500'",31301,210,"5/23/1929","1/9/2018","'SCfit'",0.9674,0.9434,0.2379,216.3548,NA,NA,NA,NA,1805.6352,0.485,"Y",154.8858,0.191,0.6738,0.0879,0.4305
"'06898400'",12052,126,"10/1/1958","9/29/1991","'SCfit'",0.9556,0.9691,0.1142,120,NA,NA,NA,NA,1121.967,0.3486,"Y",69.3442,0.0843,0.7611,0.0885,0.5009
"'06919500'",26580,72,"4/22/1923","1/29/2018","'sin_cos'",0.9787,0.825,0.0889,250.0387,345.8318,39.7116,"10/14/2008",10,314.5322,0.3636,"Y",330.0558,0.074,0.4689,0.0828,0.44
"'06921200'",22191,5,"5/1/1957","1/31/2018","'sin_cos'",0.9811,0.5364,0.058,248.1792,371.4029,43.8644,"7/14/2011",104.3748,18.5124,0.9764,"Y",105.1134,0.0494,0.3039,0.0611,0.2683
"'06928000'",22033,11,"10/1/1928","1/28/2018","'SCfit'",0.9823,0.9708,0.3183,261.7074,NA,NA,NA,NA,52.913,0.6672,"Y",1013.8688,0.266,0.8119,0.0866,0.5303
"'06928300'",6606,4,"12/29/1999","1/28/2018","'sin_cos'",0.9808,0.9262,0.181,254.9028,300.0304,39.4883,"6/26/2001",68.6822,1.027,0.9999,"Y",151.2943,0.143,0.5985,0.0763,0.4837
"'06930000'",32022,7,"10/1/1921","1/31/2018","'SCfit'",0.9774,0.9255,0.533,177,NA,NA,NA,NA,32.243,0.9463,"Y",542.8547,0.4672,0.7639,0.0749,0.3342
"'07014500'",31557,575,"9/9/1921","2/1/2018","'SCfit'",0.9596,0.8996,0.6225,203.741,NA,NA,NA,NA,879.8894,0.5822,"Y",1256.1304,0.5548,0.7834,0.0927,0.2617
"'07030392'",8000,1326,"9/1/1995","1/30/2018","'SCfit'",0.9695,0.582,0.644,36.3019,NA,NA,NA,NA,145.609,0.6006,"Y",267.4195,0.5708,0.53,0.0846,0.06
"'07048000'",13918,18,"10/1/1945","11/8/1983","'SCfit'",0.9704,0.2551,0.1569,74.4479,NA,NA,NA,NA,47.9725,0.6615,"Y",106.7826,0.137,0.2062,0.0836,0.1234
"'07048800'",6151,149,"10/1/1998","8/3/2015","'SCfit'",0.9677,0.9732,0.2019,35,NA,NA,NA,NA,504.46,0.5557,"Y",176.9063,0.1621,0.8174,0.0868,0.5913
"'07049000'",13263,202,"7/1/1952","10/23/2016","'SCfit'",0.9721,0.9575,0.2729,78.387,NA,NA,NA,NA,762.2235,0.552,"Y",297.1324,0.2287,0.7726,0.0919,0.5427
"'07053250'",8574,261,"4/15/1993","10/4/2016","'SCfit'",0.9833,0.9961,0.343,161.4804,NA,NA,NA,NA,446.8787,0.467,"Y",53.8178,0.2921,0.9657,0.056,0.5914
"'07053810'",8156,24,"10/1/1994","1/29/2018","'sin_cos'",0.9682,0.9915,0.2467,320.3313,368.7408,10,"10/12/2006",41.2253,179.3088,0.3198,"Y",218.8971,0.2092,0.9279,0.0961,0.6359
"'07054080'",8525,24,"7/23/1994","1/28/2018","'sin_cos'",0.9786,0.9823,0.4045,229.6735,414.4505,10,"10/10/2006",29.6397,220.4501,0.4355,"Y",288.9922,0.3456,0.8734,0.0915,0.5769
"'07055646'",8018,97,"4/17/1993","5/23/2017","'SCfit'",0.9557,0.4241,0.2626,61.0641,NA,NA,NA,NA,243.3512,0.6906,"Y",103.0067,0.2219,0.328,0.1131,0.187
"'07056000'",28150,359,"10/1/1939","10/25/2016","'SCfit'",0.9631,0.951,0.4038,102.9385,NA,NA,NA,NA,591.3899,0.5198,"Y",1063.8606,0.3503,0.8165,0.1092,0.4708
"'07056515'",6483,1045,"1/22/1999","10/25/2016","'SCfit'",0.9672,0.9556,0.3334,81.3019,NA,NA,NA,NA,970.7894,0.8483,"Y",108.6553,0.2806,0.7855,0.0929,0.4845
"'07057000'",15339,59,"10/1/1928","9/29/1970","'SCfit'",0.9641,0.956,0.3914,153.0476,NA,NA,NA,NA,141.1035,0.4162,"Y",1291.7455,0.3365,0.8265,0.0973,0.4704
"'07057500'",26783,199,"10/1/1944","1/28/2018","'SCfit'",0.9802,0.8994,0.7649,227.669,NA,NA,NA,NA,339.6549,0.7563,"Y",751.2306,0.7112,0.8195,0.0826,0.1906
"'07060710'",18568,436,"12/9/1965","10/10/2016","'SCfit'",0.9771,0.9805,0.2711,158.2898,NA,NA,NA,NA,509.6861,0.37,"Y",48.2496,0.2169,0.8178,0.0612,0.5373
"'07061270'",5598,4209,"10/1/2001","1/28/2018","'SCfit'",0.9525,0.9838,0.3134,35,NA,NA,NA,NA,1056.5884,0.8982,"Y",78.5252,0.2499,0.8954,0.0874,0.5407
"'07065495'",9077,37,"3/25/1993","1/29/2018","'SCfit'",0.9844,0.9769,0.4262,126.6802,NA,NA,NA,NA,186.0532,0.6471,"Y",287.4188,0.3634,0.818,0.0766,0.5239
"'07066000'",35154,83,"11/1/1921","1/29/2018","'SCfit'",0.9846,0.8994,0.5696,256.153,NA,NA,NA,NA,108.875,0.8058,"Y",473.6059,0.5086,0.7371,0.0722,0.2888
"'07067000'",35290,34,"6/18/1921","1/29/2018","'SCfit'",0.9855,0.7837,0.6843,210.0415,NA,NA,NA,NA,135.5078,0.6974,"Y",2007.8553,0.6271,0.6962,0.0836,0.1426
"'07068000'",35321,367,"6/14/1921","2/25/2018","'SCfit'",0.9784,0.8451,0.7902,227.9462,NA,NA,NA,NA,420.8466,0.7,"Y",2833.3281,0.741,0.7847,0.0971,0.1364
"'07071500'",35186,188,"10/1/1921","1/30/2018","'SCfit'",0.9828,0.8405,0.8298,224.7929,NA,NA,NA,NA,349.0255,0.6706,"Y",790.5128,0.7902,0.7987,0.0836,0.0912
"'07072000'",29054,189,"10/1/1929","10/4/2016","'SCfit'",0.9825,0.9611,0.796,166.5534,NA,NA,NA,NA,442.0666,0.7302,"Y",1179.3386,0.7511,0.9003,0.0862,0.2871
"'07075000'",20683,14,"3/1/1939","10/31/2016","'SCfit'",0.9712,0.6202,0.1561,87.2722,NA,NA,NA,NA,67.0797,0.4696,"Y",474.2286,0.136,0.4008,0.0921,0.3143
"'07083000'",26038,548,"8/1/1946","11/13/2017","'SCfit'",0.9789,0.6246,0.6481,57.5071,NA,NA,NA,NA,253.6724,0.6341,"Y",29.2698,0.6062,0.5851,0.0633,0.0583
"'07086500'",18049,89,"5/1/1946","9/29/1995","'SCfit'",0.9831,0.9916,0.5833,61,NA,NA,NA,NA,104.2317,0.82,"Y",69.1868,0.5285,0.9773,0.0562,0.319
"'07148350'",12419,135,"10/1/1959","9/30/1993","'SCfit'",0.9821,0.9889,0.094,520,NA,NA,NA,NA,5494.1315,0.3783,"Y",95.9862,0.0767,0.865,0.0614,0.5276
"'07148400'",18933,100,"4/1/1938","1/30/2018","'SCfit'",0.9814,0.9888,0.2356,627,NA,NA,NA,NA,3573.0575,0.4497,"Y",125.1563,0.1878,0.8872,0.0694,0.5149
"'07149000'",26385,411,"2/11/1938","3/11/2018","'SCfit'",0.9791,0.9374,0.3807,640.2795,NA,NA,NA,NA,5938.9704,0.3464,"Y",144.9035,0.3331,0.7762,0.0762,0.3408
"'07151500'",20965,229,"8/9/1950","1/1/2018","'SCfit'",0.9792,0.965,0.3418,123.3958,NA,NA,NA,NA,2256.0104,0.3194,"Y",254.6724,0.2859,0.7732,0.0833,0.4376
"'07156220'",11687,6,"10/1/1966","9/29/1998","'sin_cos'",0.9623,0.9729,0.0899,800,244.4619,10,"4/27/1977",199.2595,303.972,0.6143,"Y",3.3547,0.009,0.6854,0.0017,0.0069
"'07159000'",8400,105,"10/1/1947","9/29/1970","'SCfit'",0.9749,0.9766,0.0475,155,NA,NA,NA,NA,12001.6642,0.4546,"Y",48.8948,0.0352,0.7838,0.0443,0.4008
"'07167500'",26067,201,"10/1/1946","2/11/2018","'SCfit'",0.9718,0.4407,0.1428,474.463,NA,NA,NA,NA,2517.0491,0.8156,"Y",85.1535,0.1155,0.2639,0.0797,0.2028
"'07176950'",3144,491,"10/1/2003","2/7/2018","'SCfit'",0.9582,0.9631,0.1256,373.8665,NA,NA,NA,NA,4287.7124,0.6599,"Y",61.5916,0.0955,0.7081,0.0992,0.4908
"'07186400'",10713,314,"6/1/1962","9/29/1991","'SCfit'",0.9854,0.9582,0.4883,193.4318,NA,NA,NA,NA,1039.4747,0.779,"Y",204.5949,0.4386,0.8162,0.0877,0.5129
"'07189100'",6461,130,"5/24/2000","1/30/2018","'SCfit'",0.9762,0.9961,0.2444,91.0377,NA,NA,NA,NA,243.7509,0.3993,"Y",80.0945,0.2124,0.9615,0.0995,0.6408
"'07191222'",7131,4359,"7/30/1998","2/5/2018","'SCfit'",0.9859,0.9972,0.1826,76,NA,NA,NA,NA,1032.5639,0.6306,"Y",53.3795,0.154,0.948,0.0665,0.6385
"'07196900'",21400,283,"4/1/1958","11/1/2016","'SCfit'",0.9644,0.9876,0.3021,117,NA,NA,NA,NA,548.9012,0.4873,"Y",45.4743,0.261,0.9011,0.1079,0.5984
"'07197000'",25332,656,"10/1/1948","2/7/2018","'SCfit'",0.9646,0.9899,0.4855,43.8347,NA,NA,NA,NA,486.1615,0.67,"Y",329.5908,0.43,0.9479,0.1031,0.5266
"'07197360'",7435,204,"10/1/1997","2/7/2018","'sin_cos'",0.9696,0.5913,0.489,187.3044,256.1638,10,"10/21/1997",20.3642,441.8441,0.4106,"Y",91.0358,0.4307,0.5002,0.0827,0.1321
"'07208500'",33076,87,"10/1/1911","10/23/2016","'SCfit'",0.9924,0.7815,0.3236,92.3317,NA,NA,NA,NA,179.3891,0.6242,"Y",13.3491,0.269,0.5813,0.0256,0.1243
"'07247250'",9465,277,"3/1/1992","1/30/2018","'SCfit'",0.966,0.1797,0.1185,29.7065,NA,NA,NA,NA,72.493,0.697,"Y",166.3829,0.106,0.1504,0.0825,0.111
"'07249500'",7457,15,"5/1/1950","9/29/1970","'sin_cos'",0.9493,0.1532,0.2576,167.8794,230.1962,10,"2/2/1951",10,94.7882,0.4329,"Y",38.4315,0.2193,0.1407,0.1112,0.0652
"'07250000'",17851,117,"10/1/1930","11/22/1992","'SCfit'",0.955,0.754,0.3043,73.9684,NA,NA,NA,NA,199.2542,0.3369,"Y",541.1583,0.2653,0.5699,0.1433,0.3765
"'07252000'",27405,117,"6/1/1938","10/31/2016","'SCfit'",0.9549,0.2616,0.3481,33.9132,NA,NA,NA,NA,72.39,0.6066,"Y",561.3988,0.3122,0.2433,0.133,0.0983
"'07257000'",15163,48,"10/1/1950","8/10/1993","'SCfit'",0.9463,0.367,0.3506,47.1636,NA,NA,NA,NA,58.812,0.8386,"Y",411.2771,0.3173,0.3297,0.1357,0.1445
"'07263295'",10346,180,"8/10/1989","12/6/2017","'SCfit'",0.9626,0.0091,0.1042,23.1815,NA,NA,NA,NA,67.0505,0.4825,"Y",66.53,0.0916,0.0088,0.0661,0.0096
"'07290650'",18595,30,"6/1/1961","11/12/2017","'SCfit'",0.9666,0.9484,0.2398,40,NA,NA,NA,NA,48.2431,0.7023,"Y",920.681,0.2004,0.7091,0.0754,0.5136
"'07291000'",28203,8,"10/1/1938","12/20/2017","'SCfit'",0.9719,0.9391,0.3486,34.5757,NA,NA,NA,NA,16.0793,0.9036,"Y",259.4786,0.2857,0.6665,0.0671,0.412
"'07292500'",23455,158,"10/1/1951","12/20/2017","'SCfit'",0.9669,0.3316,0.4371,62.1291,NA,NA,NA,NA,259.976,0.4386,"Y",1108.1141,0.3667,0.2992,0.0709,0.0338
"'07295000'",26239,14,"3/1/1942","10/22/2017","'SCfit'",0.9719,0.9283,0.2957,50,NA,NA,NA,NA,12.0549,0.9697,"Y",296.7956,0.244,0.6206,0.0703,0.4698
"'07301500'",26114,2131,"10/1/1944","1/29/2018","'SCfit'",0.9808,0.9566,0.1298,1447.5977,NA,NA,NA,NA,14999.7001,0.8128,"Y",118.9141,0.1002,0.7414,0.0484,0.3603
"'07311900'",15051,5926,"12/1/1959","2/14/2018","'SCfit'",0.9685,0.9313,0.1371,1950.1476,NA,NA,NA,NA,233614.9521,0.7185,"Y",137.7257,0.1125,0.6463,0.1024,0.4699
"'07315200'",19794,115,"12/1/1963","2/8/2018","'SCfit'",0.9424,0.4042,0.0229,283.8241,NA,NA,NA,NA,4756.9548,0.6137,"Y",31.8397,0.0173,0.1492,0.0667,0.2106
"'07315700'",20899,32,"10/1/1960","12/19/2017","'SCfit'",0.9635,0.7803,0.0558,824.1162,NA,NA,NA,NA,3065.0348,0.5654,"Y",182.5956,0.046,0.3937,0.097,0.3871
"'07325860'",7641,80,"10/1/1970","1/30/2018","'SCfit'",0.9833,0.9479,0.3673,143.2975,NA,NA,NA,NA,862.9433,0.8112,"Y",4.1144,0.2669,0.6606,0.0558,0.3251
"'07332390'",6329,1311,"10/1/1976","1/29/2018","'SCfit'",0.9787,0.8948,0.634,338.869,NA,NA,NA,NA,1767.4225,0.5898,"Y",103.5162,0.5412,0.7182,0.0341,0.1163
"'07335700'",19114,311,"10/1/1965","1/29/2018","'SCfit'",0.9514,0.1341,0.2239,23.9176,NA,NA,NA,NA,109.6216,0.3086,"Y",83.5518,0.1967,0.1251,0.1164,0.0747
"'07340300'",17666,214,"6/1/1967","10/12/2015","'SCfit'",0.943,0.2684,0.3552,32.319,NA,NA,NA,NA,135.0317,0.6871,"Y",186.7193,0.3009,0.2431,0.0966,0.0568
"'07342480'",9562,41,"10/2/1991","12/5/2017","'SCfit'",0.956,0.6535,0.0109,220.3747,NA,NA,NA,NA,519.8796,0.6754,"Y",40.1859,0.0082,0.2051,0.06,0.316
"'07344450'",11504,13,"10/2/1955","3/31/1987","'sin_cos'",0.9571,0.8933,0.0744,1.5458,742.7559,47.5846,"2/1/1966",237.0255,1142.5094,0.4144,"Y",66.7673,0.0614,0.5805,0.0947,0.4239
"'07346140'",9800,4,"12/1/1964","9/30/1991","'sin_cos'",0.9617,0.4763,0.263,38.0675,39.5957,10,"1/18/1967",11.8859,1.0608,0.985,"Y",44.5797,0.2408,0.3969,0.0886,0.1608
"'07348800'",7671,11,"10/1/1956","10/1/1977","'SCfit'",0.97,0.5776,0.139,2671.0176,NA,NA,NA,NA,12738.5601,0.452,"Y",59.8173,0.1147,0.364,0.0821,0.2588
"'07354000'",10956,10,"10/1/1949","9/29/1979","'SCfit'",0.9764,0.3032,0.2371,41.5966,NA,NA,NA,NA,12.199,0.8259,"Y",29.4886,0.1924,0.23,0.0711,0.1002
"'07362100'",20119,5,"10/1/1961","10/30/2016","'sin_cos'",0.9631,0.9783,0.2546,87.4523,952.195,513.1666,"10/11/1977",1590.6979,1152.587,0.395,"Y",414.1543,0.2117,0.9046,0.1099,0.5164
"'07362500'",17411,14,"10/1/1951","10/31/2016","'sin_cos'",0.9695,0.4722,0.0447,17.7998,403.4862,380.8746,"10/19/1951",10,131.7908,0.9334,"Y",262.4477,0.0386,0.2755,0.0624,0.2274
"'07362587'",9884,129,"9/14/1989","10/5/2016","'SCfit'",0.9481,0.0069,0.1551,18.3661,NA,NA,NA,NA,30.4441,0.706,"Y",48.9887,0.1312,0.0068,0.106,0.0054
"'07362656'",1831,64,"10/1/2003","10/4/2008","'SCfit'",0.9578,0.9298,0.1167,32.1219,NA,NA,NA,NA,152.9016,0.4766,"Y",28.5726,0.0945,0.6801,0.1245,0.5642
"'07365800'",10774,32,"4/1/1956","9/29/1985","'SCfit'",0.9617,0.7741,0.1966,218.1998,NA,NA,NA,NA,798.1502,0.4347,"Y",173.8915,0.1632,0.5261,0.0971,0.3367
"'07370500'",10958,13,"10/1/1940","10/1/1970","'SCfit'",0.9639,0.1931,0.1413,55.2528,NA,NA,NA,NA,39.063,0.8405,"Y",242.2756,0.1135,0.1476,0.0804,0.1003
"'07372500'",11475,11,"5/1/1939","9/29/1970","'SCfit'",0.9621,0.8991,0.0854,43,NA,NA,NA,NA,27416.909,0.6071,"Y",121.6999,0.0682,0.5905,0.0967,0.4825
"'07373000'",27668,261,"1/1/1942","10/1/2017","'SCfit'",0.9651,0.3861,0.4859,35.0717,NA,NA,NA,NA,72.6718,0.3484,"Y",61.8637,0.4046,0.3433,0.0626,0.0327
"'07373500'",7669,16,"10/1/1949","9/29/1970","'SCfit'",0.9646,0.7494,0.1997,70.3422,NA,NA,NA,NA,27.4455,0.4762,"Y",42.8696,0.1471,0.3386,0.0518,0.2918
"'07375800'",11049,11,"4/1/1956","6/20/2016","'sin_cos'",0.9802,0.4472,0.46,25.4929,42.3298,14.2753,"12/6/1961",10,20.8347,0.6684,"Y",112.2312,0.356,0.3495,0.0602,0.0575
"'07376500'",26490,17,"9/1/1943","3/11/2016","'SCfit'",0.9682,0.72,0.2171,54,NA,NA,NA,NA,42.8005,0.5528,"Y",115.3044,0.1729,0.3991,0.0691,0.309
"'07381800'",11004,31,"3/1/1956","4/16/1986","'SCfit'",0.9719,0.4401,0.6285,23.6441,NA,NA,NA,NA,118.9048,0.9137,"Y",93.6499,0.536,0.4144,0.0654,0.0194
"'08013000'",26707,21,"9/1/1943","10/19/2017","'SCfit'",0.9662,0.3048,0.2587,36.8658,NA,NA,NA,NA,36.279,0.7497,"Y",745.2888,0.2041,0.2309,0.0818,0.0982
"'08014500'",28018,105,"2/1/1939","10/17/2016","'SCfit'",0.9686,0.9444,0.4957,18.6557,NA,NA,NA,NA,58.1499,0.7311,"Y",781.1715,0.4212,0.8232,0.0765,0.331
"'08023080'",13810,24,"1/10/1980","10/31/2017","'sin_cos'",0.9372,0.9739,0.094,139.0319,216.7567,59.4917,"1/11/1980",33.7321,247.6142,0.3994,"Y",76.284,0.0745,0.866,0.087,0.4311
"'08023400'",13338,34,"10/22/1908","10/31/2017","'SCfit'",0.9395,0.8467,0.128,96.2591,NA,NA,NA,NA,200.398,0.4648,"Y",85.6317,0.1075,0.5589,0.0912,0.4021
"'08029500'",23894,4,"5/1/1952","10/1/2017","'SCfit'",0.9683,0.6419,0.5001,31,NA,NA,NA,NA,2.1365,0.5435,"Y",130.5822,0.4264,0.4999,0.0745,0.1403
"'08033300'",10225,7,"10/2/1961","9/29/1989","'SCfit'",0.9473,0.1684,0.0622,69.6645,NA,NA,NA,NA,25.9119,0.9951,"Y",39.4817,0.0512,0.1028,0.101,0.1938
"'08041500'",29942,199,"6/1/1924","2/19/2018","'SCfit'",0.9548,0.9068,0.4968,59.1734,NA,NA,NA,NA,357.0722,0.4167,"Y",883.5221,0.4245,0.7938,0.0874,0.3065
"'08050800'",11698,10,"10/1/1985","10/10/2017","'sin_cos'",0.9583,0.851,0.0368,231.6746,535.3841,352.9269,"2/3/1993",419.9727,292.8103,0.8462,"Y",21.3955,0.0289,0.3998,0.0378,0.255
"'08050840'",9141,23,"10/1/1992","10/10/2017","'SCfit'",0.9714,0.7336,0.0049,267.725,NA,NA,NA,NA,260.0447,0.8644,"Y",17.9029,0.0029,0.1827,0.0194,0.2155
"'08066200'",20000,322,"1/1/1963","10/4/2017","'SCfit'",0.9519,0.9428,0.147,68,NA,NA,NA,NA,1553.1693,0.535,"Y",111.099,0.1152,0.6732,0.0804,0.4942
"'08070000'",28643,184,"5/1/1939","1/2/2018","'SCfit'",0.9547,0.903,0.2711,109.7429,NA,NA,NA,NA,742.5571,0.523,"Y",238.7222,0.2096,0.6801,0.0612,0.3262
"'08070200'",12174,6081,"5/1/1984","12/12/2017","'SCfit'",0.954,0.7661,0.305,122.8085,NA,NA,NA,NA,2089.2386,0.6821,"Y",303.8816,0.2407,0.5336,0.0605,0.2273
"'08079600'",20516,211,"12/1/1961","1/31/2018","'SCfit'",0.954,0.4544,0.0071,2926.4208,NA,NA,NA,NA,60082.04,0.6889,"Y",29.1888,0.004,0.113,0.038,0.178
"'08081200'",9890,315,"9/2/1959","9/29/1986","'SCfit'",0.9624,0.9442,0.024,2712.2442,NA,NA,NA,NA,172315.9955,0.4823,"Y",13.8138,0.0164,0.5978,0.0348,0.3425
"'08082180'",7674,300,"9/26/1965","9/29/1986","'SCfit'",0.9675,0.9182,0.0928,1984.4115,NA,NA,NA,NA,120519.2955,0.3452,"Y",15.8192,0.0668,0.5172,0.0695,0.3801
"'08082700'",19863,14,"8/1/1963","12/17/2017","'SCfit'",0.9527,0.8408,0.0046,180.8615,NA,NA,NA,NA,112.1432,0.5932,"Y",7.3652,0.0033,0.412,0.0107,0.1446
"'08086150'",10194,388,"11/2/1962","9/29/1990","'SCfit'",0.9559,0.9657,0.1529,246,NA,NA,NA,NA,27277.8741,0.548,"Y",6.2584,0.0924,0.7165,0.0326,0.3443
"'08086212'",18729,10678,"10/1/1966","1/9/2018","'SCfit'",0.9557,0.9875,0.0757,129,NA,NA,NA,NA,47580.7833,0.9227,"Y",58.5851,0.0563,0.8737,0.0684,0.3796
"'08086290'",20432,8988,"2/1/1962","1/9/2018","'SCfit'",0.948,0.9707,0.0147,75,NA,NA,NA,NA,246557.7065,0.7725,"Y",30.3877,0.0103,0.7679,0.0502,0.3
"'08095300'",13334,30,"8/19/1959","2/12/2018","'sin_cos'",0.9765,0.7216,0.1299,310.6306,322.9831,54.8675,"12/2/1961",10,222.2824,0.3792,"Y",79.3847,0.1123,0.4761,0.068,0.2926
"'08099300'",16313,15,"9/1/1960","1/10/2018","'SCfit'",0.9577,0.9867,0.1099,142,NA,NA,NA,NA,811.5291,0.7316,"Y",39.4736,0.0779,0.8783,0.0689,0.3545
"'08101000'",24588,41,"10/1/1950","1/24/2018","'SCfit'",0.9699,0.9858,0.2115,124,NA,NA,NA,NA,599.0019,0.3919,"Y",98.3098,0.1735,0.8528,0.1167,0.4904
"'08128400'",18637,17,"4/1/1961","10/9/2017","'SCfit'",0.9826,0.0466,0.1597,224.4081,NA,NA,NA,NA,248.5201,0.9299,"Y",12.186,0.106,0.0367,0.0419,0.0197
