"STAID","N","N_qSC","DATE.B","DATE.E","Model","ALPHA","ECK.OHS.BETA","ECK.CaF.BETA","CS","CBmn","CBamp","sday","CBamp2","RMSE","NS","ACCEPT","Streamflow","BF_Fraction.ECK.CaF","BF_Fraction.ECK.OHS","Days.ECK.CaF","Days.ECK.OHS"
"'02070000'",32269,584,"10/1/1928","2/6/2018","'SCfit'",0.9863,0.3702,0.6736,54.5014,NA,NA,NA,NA,501.1481,0.4652,"Y",126.608,0.6204,0.3695,0.0881,0.0019
"'02070500'",24306,18,"8/1/1929","2/12/2018","'SCfit'",0.985,0.3555,0.6964,37.1933,NA,NA,NA,NA,18.3429,0.4248,"Y",310.3472,0.6459,0.3556,0.0968,7e-04
"'02074500'",32271,588,"10/1/1929","2/6/2018","'SCfit'",0.9871,0.7879,0.5794,51.6249,NA,NA,NA,NA,215.2033,0.68,"Y",107.5653,0.5149,0.6238,0.0716,0.1985
"'02081500'",28655,13,"10/1/1939","3/15/2018","'SCfit'",0.9579,0.9676,0.2962,33,NA,NA,NA,NA,18.1517,0.8642,"Y",150.1904,0.2508,0.8095,0.1422,0.5785
"'02082950'",21292,6,"10/1/1959","1/15/2018","'SCfit'",0.9652,0.6904,0.471,44,NA,NA,NA,NA,5.5707,0.9771,"Y",158.6793,0.4039,0.5267,0.1267,0.2514
"'02084160'",13509,915,"10/1/1975","10/17/2017","'SCfit'",0.9805,0.9911,0.0627,50,NA,NA,NA,NA,1066.424,0.7944,"Y",54.0635,0.0495,0.9041,0.0469,0.5783
"'02085220'",9525,391,"9/1/1961","9/29/1987","'SCfit'",0.9577,0.9742,0.4078,33,NA,NA,NA,NA,166.6534,0.7298,"Y",73.0131,0.3488,0.8473,0.1025,0.5074
"'02086000'",17753,11,"10/1/1925","10/30/1991","'sin_cos'",0.9688,0.5705,0.3594,45.2376,63.3486,10.1419,"5/3/1955",16.8429,7.974,0.9197,"Y",4.1337,0.3175,0.4385,0.1024,0.2141
"'0208650112'",7686,178,"3/1/1988","9/29/2012","'SCfit'",0.9636,0.9303,0.2339,44.9043,NA,NA,NA,NA,197.2853,0.4221,"Y",0.8797,0.1837,0.6511,0.0592,0.3802
"'02091000'",23320,42,"4/1/1954","2/4/2018","'SCfit'",0.9792,0.9938,0.4217,44,NA,NA,NA,NA,44.9676,0.7834,"Y",83.0624,0.3594,0.9492,0.1011,0.6232
"'02092500'",24509,271,"1/1/1951","2/6/2018","'SCfit'",0.9656,0.9353,0.3803,58.4085,NA,NA,NA,NA,436.1985,0.7015,"Y",190.264,0.3199,0.8294,0.1387,0.446
"'02102908'",18098,10,"6/1/1968","12/18/2017","'sin_cos'",0.9864,0.4261,0.7235,22.9207,9,10,"10/20/1973",10,19.3855,0.3803,"Y",11.2295,0.6798,0.4252,0.0939,0.0022
"'02105900'",12417,10,"10/1/1956","9/29/2010","'SCfit'",0.9856,0.7003,0.093,44.3095,NA,NA,NA,NA,20.6993,0.9393,"Y",34.5934,0.0758,0.4239,0.0472,0.2675
"'02108000'",28359,88,"8/1/1940","3/25/2018","'SCfit'",0.9744,0.4991,0.4139,74.9332,NA,NA,NA,NA,272.4176,0.3856,"Y",713.2716,0.3525,0.4138,0.1249,0.1561
"'02108500'",9566,8,"8/1/1955","10/8/1981","'sin_cos'",0.9871,0.6851,0.1587,46.818,52.5619,26.0888,"2/20/1957",10.0757,12.1763,0.5559,"Y",95.8652,0.1245,0.3984,0.0576,0.2474
"'02115500'",11510,37,"4/1/1940","10/5/1971","'SCfit'",0.9877,0.4365,0.5205,40.0874,NA,NA,NA,NA,13.9957,0.4286,"Y",22.8125,0.4625,0.4067,0.0583,0.0331
"'02118500'",24516,12,"1/1/1951","2/13/2018","'SCfit'",0.985,0.3211,0.6684,28.304,NA,NA,NA,NA,6.8428,0.527,"Y",197.2269,0.6161,0.3204,0.0893,0.0011
"'02123567'",7673,54,"10/1/1981","9/29/2004","'SCfit'",0.9765,0.6359,0.4123,33.8086,NA,NA,NA,NA,39.7702,0.6755,"Y",3.4797,0.3639,0.4824,0.0785,0.1933
"'02125000'",20636,39,"4/1/1954","9/29/2010","'SCfit'",0.9773,0.9956,0.0881,60,NA,NA,NA,NA,104.9243,0.657,"Y",56.8951,0.0785,0.9253,0.0758,0.6513
"'02128000'",23330,13,"4/1/1954","2/14/2018","'SCfit'",0.9674,0.9252,0.4067,36.0939,NA,NA,NA,NA,16.5537,0.7097,"Y",103.2313,0.3545,0.6841,0.1165,0.469
"'02143040'",20637,54,"10/1/1961","4/1/2018","'SCfit'",0.9888,0.3414,0.5606,15.2232,NA,NA,NA,NA,17.3766,0.4489,"Y",46.5109,0.5145,0.3378,0.0741,0.008
"'02147500'",22564,12,"3/1/1951","10/16/2017","'SCfit'",0.9705,0.8168,0.3233,75.4287,NA,NA,NA,NA,35.4367,0.7198,"Y",163.6983,0.2761,0.5298,0.0936,0.3877
"'02149000'",24481,15,"1/1/1951","1/9/2018","'SCfit'",0.9857,0.9606,0.7315,29.0594,NA,NA,NA,NA,7.4781,0.7143,"Y",130.9028,0.6898,0.8598,0.1029,0.4477
"'02171680'",9182,6,"9/7/1966","9/29/1992","'SCfit'",0.9942,0.9467,0.0501,52,NA,NA,NA,NA,45.0188,0.877,"Y",14.4233,0.0355,0.5675,0.0161,0.3656
"'02177000'",28554,770,"10/1/1939","12/3/2017","'SCfit'",0.9874,0.4906,0.7399,12.9594,NA,NA,NA,NA,38.5618,0.5453,"Y",638.3783,0.7068,0.4879,0.124,0.0081
"'02178400'",19501,138,"7/15/1964","12/4/2017","'SCfit'",0.9863,0.5774,0.7229,14.3594,NA,NA,NA,NA,24.6492,0.5463,"Y",180.474,0.6861,0.5683,0.1211,0.0309
"'02196000'",27251,14,"11/1/1929","12/11/2017","'SCfit'",0.9756,0.1383,0.2176,85.4503,NA,NA,NA,NA,110.4909,0.6234,"Y",375.0251,0.1849,0.1275,0.0912,0.0472
"'02204130'",5351,1974,"11/2/2002","10/9/2017","'SCfit'",0.9811,0.6844,0.465,62.74,NA,NA,NA,NA,654.3727,0.8933,"Y",33.2769,0.4183,0.5441,0.0983,0.2353
"'02212600'",19586,556,"7/7/1964","2/19/2018","'SCfit'",0.9768,0.9839,0.2607,40.113,NA,NA,NA,NA,413.2032,0.7792,"Y",57.3987,0.2245,0.842,0.0974,0.5952
"'02215100'",11633,66,"4/1/1986","2/5/2018","'SCfit'",0.9731,0.9752,0.4339,40,NA,NA,NA,NA,173.5076,0.7856,"Y",146.5308,0.3874,0.8863,0.1057,0.4989
"'02216180'",12766,32,"1/1/1983","12/13/2017","'SCfit'",0.9734,0.985,0.0255,21,NA,NA,NA,NA,66.5018,0.4069,"Y",43.6363,0.0221,0.903,0.0296,0.4182
"'02221525'",14903,58,"4/27/1977","2/13/2018","'SCfit'",0.97,0.945,0.5487,50.9254,NA,NA,NA,NA,61.4494,0.6247,"Y",144.427,0.4869,0.8062,0.1009,0.4366
"'02229000'",13696,79,"10/2/1955","9/30/2001","'SCfit'",0.9764,0.9281,0.1645,57.6147,NA,NA,NA,NA,430.4166,0.3318,"Y",103.7225,0.1381,0.8265,0.0955,0.4716
"'02231000'",33255,218,"10/1/1926","10/17/2017","'sin_cos'",0.9748,0.0433,0.3478,45.7789,97.5814,11.7122,"2/25/1958",13.2881,209.4427,0.4203,"Y",628.1866,0.2931,0.0431,0.1032,0.001
"'02231280'",14370,110,"1/1/1965","9/29/2004","'SCfit'",0.969,0.4443,0.2625,43.1955,NA,NA,NA,NA,264.5029,0.7315,"Y",35.287,0.2066,0.3103,0.0764,0.1461
"'02231342'",14742,11,"6/1/1977","10/10/2017","'sin_cos'",0.9893,0.0062,0.0202,290.1364,422.9606,10.4896,"9/7/1977",370.0686,475.7348,0.5067,"Y",46.3995,0.016,0.005,0.0198,0.0091
"'02235200'",13491,17,"8/7/1967","11/30/2017","'SCfit'",0.9801,0.9832,0.7,88,NA,NA,NA,NA,494.9702,0.4175,"Y",57.0733,0.6585,0.9689,0.105,0.4108
"'02245500'",28506,134,"10/1/1939","10/16/2017","'SCfit'",0.9739,0.536,0.4382,49.2869,NA,NA,NA,NA,371.5218,0.4129,"Y",145.1936,0.372,0.4286,0.0818,0.1246
"'02266200'",18572,2521,"5/4/1966","10/29/2017","'SCfit'",0.9709,0.9867,0.4584,49,NA,NA,NA,NA,790.6091,0.9384,"Y",5.6697,0.4246,0.9775,0.0867,0.367
"'02295013'",11527,18,"3/1/1964","2/13/2018","'SCfit'",0.9696,0.9556,0.374,60,NA,NA,NA,NA,56.9278,0.65,"Y",30.9314,0.3246,0.8799,0.0946,0.4803
"'02296500'",24782,149,"5/1/1950","3/6/2018","'SCfit'",0.9801,0.9489,0.1991,81.4536,NA,NA,NA,NA,687.266,0.5469,"Y",261.4585,0.1641,0.8466,0.106,0.4976
"'02297155'",14697,76,"10/1/1977","2/7/2018","'SCfit'",0.9691,0.9671,0.215,46,NA,NA,NA,NA,330.7946,0.5492,"Y",31.7073,0.1849,0.873,0.0959,0.5509
"'02297310'",24324,219,"5/1/1950","12/3/2017","'SCfit'",0.9659,0.3198,0.3392,185.7295,NA,NA,NA,NA,1907.6311,0.4973,"Y",185.7942,0.2899,0.2753,0.1321,0.125
"'02298123'",16440,770,"10/1/1963","10/4/2017","'SCfit'",0.9703,0.9757,0.3926,120,NA,NA,NA,NA,5634.1234,0.611,"Y",219.4488,0.3417,0.9426,0.1036,0.4945
"'02298495'",6848,39,"1/1/1999","10/1/2017","'SCfit'",0.9694,0.9368,0.1108,736.661,NA,NA,NA,NA,946.0087,0.4347,"Y",7.1061,0.0904,0.6924,0.0551,0.4809
"'02298608'",16073,95,"2/5/1963","2/7/2018","'SCfit'",0.9768,0.5232,0.1869,170.0297,NA,NA,NA,NA,1051.4431,0.5124,"Y",153.0604,0.1579,0.3671,0.096,0.2269
"'02299950'",18795,250,"4/20/1966","10/3/2017","'SCfit'",0.9814,0.9713,0.1813,55.1618,NA,NA,NA,NA,861.5307,0.5268,"Y",75.6862,0.1451,0.7862,0.0623,0.5281
"'02300700'",15621,251,"10/1/1956","2/12/2018","'SCfit'",0.9656,0.8888,0.3432,204.5863,NA,NA,NA,NA,1315.7118,0.6264,"Y",42.1898,0.2775,0.6641,0.0782,0.362
"'02310147'",9961,56,"6/26/1981","10/2/2008","'SCfit'",0.975,0.7043,0.2306,311.0506,NA,NA,NA,NA,1121.5579,0.5887,"Y",4.717,0.1918,0.507,0.0483,0.2224
"'02310947'",18293,351,"1/1/1967","1/30/2018","'SCfit'",0.9715,0.9128,0.1713,78.5597,NA,NA,NA,NA,1249.8795,0.5131,"Y",129.6513,0.1567,0.8464,0.0932,0.4024
"'02312200'",21741,227,"8/1/1958","2/7/2018","'sin_cos'",0.9871,0.4712,0.1664,161.2553,338.2933,10,"8/18/1958",10,1155.6452,0.4348,"Y",70.0081,0.1405,0.3583,0.0593,0.1395
"'02313700'",16109,450,"4/1/1963","10/30/2017","'SCfit'",0.9812,0.9102,-4.35e+129,3087.9206,NA,NA,NA,NA,68282.9248,0.6184,"Y",235.4557,-2.7e+129,0.6043,0,0.2617
"'02314500'",31170,755,"1/28/1927","10/10/2017","'SCfit'",0.9697,0.993,0.6329,32,NA,NA,NA,NA,243.424,0.769,"Y",944.6139,0.5983,0.9905,0.1428,0.4225
"'02315500'",34119,108,"6/1/1906","11/29/2017","'SCfit'",0.9744,0.0585,0.5176,49.7307,NA,NA,NA,NA,141.8527,0.4977,"Y",1706.2351,0.4696,0.0584,0.1349,0.0023
"'02315550'",10285,305,"10/1/1974","11/27/2017","'SCfit'",0.9744,0.8845,0.7,39,NA,NA,NA,NA,505.3368,0.8175,"Y",1799.8589,0.6618,0.8537,0.1401,0.243
"'02321000'",17661,62,"1/1/1950","2/28/2018","'SCfit'",0.97,0.6895,0.1641,71.5626,NA,NA,NA,NA,261.8605,0.7557,"Y",152.039,0.1356,0.4734,0.095,0.3135
"'02322800'",5475,766,"11/1/2000","10/24/2017","'SCfit'",0.9779,0.9516,-4.27e+20,48.5675,NA,NA,NA,NA,932.8636,0.7424,"Y",1611.7003,-3.47e+20,0.9449,0,0.0614
"'02324400'",22677,8,"10/1/1955","10/31/2017","'sin_cos'",0.992,0.0724,0.1019,155.0626,187.3445,263.7938,"5/18/1966",16.7016,333.9344,0.3718,"Y",45.8881,0.0775,0.0598,0.042,0.0285
"'02326000'",24745,20,"2/1/1950","10/31/2017","'SCfit'",0.9754,0.8356,0.6069,67,NA,NA,NA,NA,199.0081,0.9139,"Y",134.8121,0.5524,0.7707,0.1039,0.207
"'02326512'",7709,60,"8/30/1976","10/7/1997","'sin_cos'",0.9816,0.1789,0.4629,47.736,371.9797,10,"1/10/1978",20.6848,257.1443,0.8978,"Y",547.6044,0.4072,0.1714,0.0948,0.0219
"'02327033'",4452,643,"10/1/1998","10/16/2017","'SCfit'",0.9727,0.9805,0.1519,34,NA,NA,NA,NA,238.8,0.7343,"Y",123.6729,0.1328,0.9143,0.0791,0.5676
"'02327100'",19483,255,"6/1/1964","10/3/2017","'SCfit'",0.9654,0.0351,0.1801,44.2679,NA,NA,NA,NA,342.9102,0.8964,"Y",184.6428,0.1459,0.0339,0.1094,0.022
"'02331000'",14910,85,"2/21/1940","12/19/2017","'SCfit'",0.9895,0.4937,0.7126,19.4887,NA,NA,NA,NA,65.0187,0.3729,"Y",396.3598,0.6783,0.4897,0.1009,0.0115
"'02338523'",5904,87,"12/13/2001","2/10/2018","'SCfit'",0.9903,0.5571,0.526,24.8979,NA,NA,NA,NA,17.5205,0.3873,"Y",20.7185,0.481,0.5065,0.0684,0.0767
"'02342933'",16440,237,"10/1/1963","10/6/2011","'SCfit'",0.9757,0.9524,0.2325,67.1418,NA,NA,NA,NA,310.7863,0.3748,"Y",119.5179,0.1993,0.684,0.0915,0.555
"'02349900'",21668,25,"6/20/1958","10/15/2017","'SCfit'",0.9757,0.9079,0.4358,56,NA,NA,NA,NA,61.9018,0.8299,"Y",42.0036,0.3823,0.728,0.0791,0.3744
"'02350900'",11920,36,"3/7/1985","10/24/2017","'SCfit'",0.9721,0.9741,0.6706,12,NA,NA,NA,NA,46.7871,0.6631,"Y",499.8429,0.619,0.9277,0.126,0.4254
"'02361000'",32014,320,"12/1/1921","3/26/2017","'SCfit'",0.9748,0.7856,0.5871,46.0005,NA,NA,NA,NA,195.1546,0.6361,"Y",925.6876,0.5322,0.6695,0.1179,0.2518
"'02363000'",22371,93,"10/1/1938","12/30/2016","'SCfit'",0.9724,0.7426,0.4304,50.3968,NA,NA,NA,NA,116.6622,0.6339,"Y",583.3609,0.3733,0.5852,0.1195,0.2656
"'02364500'",22681,51,"9/1/1904","11/7/2017","'SCfit'",0.974,0.6132,0.5565,51.3153,NA,NA,NA,NA,72.6006,0.7052,"Y",1659.8833,0.498,0.5377,0.1029,0.1295
"'02367310'",11767,10,"3/17/1966","2/7/2018","'SCfit'",0.9773,0.398,0.9265,12,NA,NA,NA,NA,59.6695,0.6566,"Y",95.4254,0.9081,0.3981,0.1201,1e-04
"'02370700'",10174,17,"1/1/1958","9/29/2006","'SCfit'",0.9743,0.9058,0.826,17.6679,NA,NA,NA,NA,12.8196,0.6472,"Y",75.8071,0.7837,0.8465,0.0779,0.1668
"'02371500'",29217,417,"10/1/1937","9/30/2017","'SCfit'",0.9722,0.4197,0.517,59.6932,NA,NA,NA,NA,315.1074,0.8054,"Y",636.8234,0.453,0.3817,0.1184,0.082
"'02372250'",15385,149,"10/1/1974","11/13/2016","'SCfit'",0.9712,0.8941,0.5007,59.7418,NA,NA,NA,NA,253.1425,0.6208,"Y",570.0185,0.4378,0.7477,0.1153,0.3596
"'02373000'",26506,166,"10/1/1937","5/14/2017","'SCfit'",0.9708,0.1876,0.3491,56.6102,NA,NA,NA,NA,218.1845,0.3657,"Y",653.3436,0.2934,0.1779,0.1122,0.0387
"'02373500'",12052,46,"10/1/1937","9/29/1970","'SCfit'",0.9726,0.7526,0.4695,54.3601,NA,NA,NA,NA,87.4176,0.5534,"Y",427.0775,0.4027,0.593,0.1016,0.2332
"'02374745'",6817,25,"3/10/1999","11/6/2017","'SCfit'",0.9867,0.9937,0.3541,34,NA,NA,NA,NA,43.9717,0.5783,"Y",255.3599,0.3077,0.9335,0.0782,0.6135
"'02374950'",6339,7,"5/24/2000","9/30/2017","'SCfit'",0.9785,0.7534,0.578,33.2432,NA,NA,NA,NA,6.0385,0.3864,"Y",292.4992,0.5102,0.6154,0.0948,0.2016
"'02408500'",12569,134,"10/1/1944","2/28/1979","'SCfit'",0.9806,0.3058,0.5449,35.3887,NA,NA,NA,NA,69.3258,0.5108,"Y",383.813,0.497,0.3026,0.1106,0.0114
"'02415000'",17988,151,"7/1/1952","9/30/2016","'SCfit'",0.9818,0.5749,0.5115,31.3694,NA,NA,NA,NA,114.5374,0.4161,"Y",291.8297,0.4718,0.5162,0.1056,0.1391
"'02422500'",27449,251,"10/1/1938","11/29/2017","'SCfit'",0.9648,0.8663,0.6197,27.3871,NA,NA,NA,NA,89.237,0.4962,"Y",296.9735,0.5653,0.7363,0.0906,0.2977
"'02427700'",13880,255,"10/1/1958","9/30/1996","'SCfit'",0.9581,0.9246,0.3158,60.2835,NA,NA,NA,NA,273.1968,0.4837,"Y",135.2736,0.2693,0.7107,0.1151,0.503
"'02428500'",9861,40,"10/1/1943","9/29/1970","'SCfit'",0.9701,0.7924,0.2739,67.0813,NA,NA,NA,NA,60.2226,0.6557,"Y",284.329,0.2276,0.5265,0.0961,0.3465
"'02438000'",17074,106,"1/1/1951","9/30/2017","'SCfit'",0.9706,0.7184,0.4598,27.4486,NA,NA,NA,NA,77.3879,0.6546,"Y",522.4789,0.4068,0.561,0.0871,0.2508
"'02444000'",8399,96,"10/1/1954","9/29/1980","'SCfit'",0.9717,0.3019,0.4599,28.5221,NA,NA,NA,NA,45.2934,0.4937,"Y",177.8766,0.397,0.2782,0.0987,0.0499
"'02448900'",9862,78,"10/1/1990","9/30/2017","'SCfit'",0.9619,0.9636,0.0628,73,NA,NA,NA,NA,715.8333,0.3606,"Y",204.0208,0.052,0.7453,0.0908,0.5463
"'02450825'",9130,63,"10/1/1980","9/30/2017","'SCfit'",0.9743,0.8831,0.4788,22.2061,NA,NA,NA,NA,78.014,0.7062,"Y",189.6504,0.4251,0.6956,0.0952,0.4156
"'02464000'",23679,299,"12/1/1938","9/30/2017","'SCfit'",0.9666,0.3374,0.309,74.5961,NA,NA,NA,NA,1608.2119,0.817,"Y",370.7802,0.2671,0.2853,0.1177,0.133
"'02464146'",12657,173,"2/5/1981","9/30/2017","'SCfit'",0.9714,0.9512,0.4854,93.0833,NA,NA,NA,NA,862.0608,0.8135,"Y",9.6574,0.4314,0.7889,0.0815,0.5128
"'02465493'",14975,193,"10/1/1976","9/30/2017","'SCfit'",0.9577,0.3255,0.7039,20.186,NA,NA,NA,NA,173.9723,0.5625,"Y",39.5201,0.6497,0.325,0.1004,0.0013
"'02468500'",9067,173,"1/1/1944","9/30/1988","'SCfit'",0.9576,0.9787,0.1184,73,NA,NA,NA,NA,679.609,0.3473,"Y",355.5927,0.0965,0.8187,0.0853,0.5602
"'02469800'",20818,234,"10/1/1956","9/30/2017","'SCfit'",0.9709,0.7228,0.4039,76.7642,NA,NA,NA,NA,306.6185,0.6611,"Y",224.8905,0.3555,0.5325,0.1129,0.322
"'02470072'",8035,35,"10/1/1995","9/30/2017","'SCfit'",0.9645,0.3209,0.1744,58.6814,NA,NA,NA,NA,114.1923,0.3253,"Y",13.9307,0.1498,0.2416,0.1085,0.1834
"'02479500'",10226,66,"10/1/1945","9/29/1973","'SCfit'",0.9691,0.1973,0.4315,39.9353,NA,NA,NA,NA,133.6469,0.4793,"Y",923.3289,0.3696,0.1926,0.1017,0.0124
"'02481510'",16962,177,"8/1/1971","1/8/2018","'SCfit'",0.9787,0.1779,0.3403,29.2676,NA,NA,NA,NA,53.5314,0.3798,"Y",606.0407,0.2876,0.1717,0.0961,0.0215
"'03011800'",19163,22,"10/1/1965","3/19/2018","'sin_cos'",0.9705,0.0843,0.5455,238.6299,1439.1769,2000,"4/19/1967",436.9946,1698.143,0.7892,"Y",79.0411,0.4894,0.0843,0.1176,0
"'03022540'",9152,6,"9/4/1974","10/16/2017","'sin_cos'",0.9755,0.4476,0.4003,95.6071,279.0158,10,"7/4/1979",60.847,21.2625,0.9884,"Y",55.7421,0.3488,0.3772,0.0911,0.1177
"'03026500'",24150,8,"11/1/1951","12/13/2017","'sin_cos'",0.9651,0.2352,0.4786,36.525,38.964,10,"4/7/1972",13.993,20.1013,0.3091,"Y",14.5835,0.4268,0.2287,0.1235,0.0268
