location;GWT [°C];LST [°C];Lon;Lat;ET [g/m²/s];snowdays;DT [K]
Germany;8.89;8.14;8.94;48.28;0.0223;0.202;0.75
Germany;14.43;8.08;8.53;47.95;0.023;0.104;6.35
Germany;9.2;8.03;8.66;48.66;0.0209;0.158;1.16
Germany;9.07;8.02;9.33;47.89;0.0222;0.106;1.05
Germany;9.42;8.06;8.46;48.35;0.0221;0.129;1.37
Germany;9.85;7.98;10.14;49.02;0.0205;0.17;1.87
Germany;8.74;8.03;9.44;48.23;0.0204;0.085;0.71
Germany;8.77;8.04;9.51;48.25;0.021;0.093;0.74
Germany;9.14;8.19;8.71;48.02;0.0221;0.103;0.95
Germany;9.79;8.13;10.11;49.01;0.0205;0.135;1.66
Germany;9.71;8.24;9.79;47.79;0.0247;0.135;1.47
Germany;9.2;8.05;8.51;48.43;0.0222;0.127;1.14
Germany;9.82;8.24;9.42;47.99;0.0222;0.122;1.58
Germany;9.64;8.13;10.05;49.02;0.0205;0.152;1.52
Germany;7.91;8.25;8.35;48.22;0.021;0.217;-0.33
Germany;9.58;8.24;9.36;48;0.0204;0.076;1.34
Germany;8.65;8.17;8.4;48.37;0.0221;0.19;0.48
Germany;7.71;8.24;8.21;48.5;0.0202;0.203;-0.54
Germany;6.86;8.36;7.97;47.92;0.0208;0.145;-1.5
Germany;9.53;8.28;8.51;47.95;0.023;0.094;1.25
Germany;9.54;8.34;9.45;48.02;0.0204;0.084;1.2
Germany;9.68;8.2;9.96;48.99;0.021;0.107;1.48
Germany;10.11;8.2;9.96;48.99;0.021;0.107;1.91
Germany;9.36;8.34;8.43;47.81;0.021;0.098;1.02
Germany;8.52;8.25;9.05;47.9;0.022;0.116;0.27
Germany;9.21;8.38;10.01;47.82;0.0251;0.084;0.83
Germany;9.83;8.35;9.55;48.02;0.0205;0.106;1.48
Germany;8.72;8.48;9.42;48.53;0.0212;0.099;0.23
Germany;9.65;8.25;9.91;49.27;0.0204;0.087;1.39
Germany;8.7;8.35;8.67;48.69;0.0209;0.14;0.35
Germany;9.75;8.37;9.72;48.15;0.0205;0.092;1.38
Germany;9.89;8.37;9.56;48.01;0.0205;0.103;1.52
Germany;9.71;8.35;9.64;48.03;0.0205;0.098;1.36
Germany;9.76;8.35;9.64;48.03;0.0205;0.098;1.41
Germany;10.56;8.41;9.62;48.03;0.0205;0.09;2.16
Germany;9.19;8.39;9.42;48.14;0.0204;0.073;0.8
Germany;9.12;8.45;8.66;48.55;0.0209;0.08;0.67
Germany;8.93;8.24;9.95;49;0.021;0.166;0.69
Germany;10.02;8.41;9.7;48.14;0.0205;0.08;1.62
Germany;10.03;8.31;9.9;48.99;0.021;0.089;1.72
Germany;8.16;8.49;8.69;48.78;0.0194;0.168;-0.32
Germany;9.36;8.49;8.39;47.75;0.0225;0.099;0.87
Germany;9.39;8.32;10.37;48.68;0.0198;0.074;1.07
Germany;11.07;8.35;9.83;48.93;0.021;0.138;2.73
Germany;10.19;8.55;8.86;48.31;0.0223;0.131;1.64
Germany;10.15;8.49;9.48;49.68;0.0201;0.075;1.66
Germany;9.09;8.48;9.44;48.12;0.0204;0.073;0.61
Germany;9.1;8.57;8.92;48.24;0.021;0.19;0.53
Germany;8.3;8.44;8.34;48.32;0.0221;0.18;-0.14
Germany;7.49;8.52;8.33;48.67;0.0212;0.185;-1.04
Germany;9.8;8.6;9.76;48.15;0.0211;0.063;1.19
Germany;9.32;8.59;9.88;48.76;0.021;0.083;0.74
Germany;10.08;8.48;10.16;48.92;0.0205;0.076;1.6
Germany;10.23;8.48;9.61;49.1;0.02;0.122;1.75
Germany;9.33;8.5;9.49;48.21;0.0204;0.061;0.83
Germany;10.1;8.38;10.07;49.23;0.0205;0.076;1.72
Germany;10.06;8.64;8.7;48.51;0.0209;0.085;1.42
Germany;9.26;8.67;9.66;48.02;0.0205;0.094;0.59
Germany;9.32;8.55;9.16;47.85;0.022;0.112;0.78
Germany;10.16;8.54;9.94;49.03;0.0211;0.111;1.62
Germany;9.66;8.64;9.7;47.88;0.0234;0.093;1.02
Germany;9.75;8.63;9.78;47.98;0.0247;0.088;1.12
Germany;8.85;8.59;7.96;47.61;0.0213;0.129;0.26
Germany;10.26;8.7;9.64;48.02;0.0205;0.085;1.56
Germany;10.13;8.73;8.79;48.65;0.0206;0.073;1.4
Germany;8.91;8.83;9.29;48.47;0.021;0.058;0.08
Germany;10.21;8.78;8.79;48.61;0.0206;0.075;1.43
Germany;10.33;8.76;10.07;48.23;0.0217;0.077;1.57
Germany;9.91;8.71;9.8;48.4;0.0203;0.057;1.2
Germany;10.18;8.67;9.63;49.11;0.02;0.071;1.51
Germany;10.13;8.76;8.67;48.57;0.0209;0.09;1.36
Germany;11.09;8.71;9.41;48.15;0.0204;0.065;2.38
Germany;8.37;8.88;8.57;48.82;0.0194;0.144;-0.5
Germany;12.26;8.72;9.63;48.01;0.0205;0.081;3.53
Germany;8.58;8.71;9.45;48.17;0.0204;0.078;-0.13
Germany;10.31;8.85;9.8;48.15;0.0211;0.065;1.46
Germany;12.55;8.66;9.96;49.35;0.0204;0.072;3.89
Germany;10.69;8.75;9.84;49.19;0.0211;0.07;1.94
Germany;10.23;8.85;8.72;48.44;0.0222;0.101;1.38
Germany;10.13;8.86;8.73;48.46;0.0222;0.077;1.27
Germany;10.09;8.87;10.1;48.08;0.0217;0.071;1.22
Germany;9.75;8.7;9.44;48.12;0.0204;0.065;1.05
Germany;10.13;8.72;9.47;49.63;0.0201;0.057;1.41
Germany;10.16;8.86;9.9;48.27;0.0203;0.068;1.3
Germany;8.67;8.88;9.57;48.96;0.02;0.149;-0.2
Germany;9.78;9.12;9.16;48.43;0.0218;0.094;0.66
Germany;10.18;8.81;9.44;48.1;0.0204;0.062;1.37
Germany;8.79;8.83;9.13;49.43;0.0199;0.082;-0.04
Germany;10.25;8.88;9.56;49.7;0.0208;0.042;1.37
Germany;9.93;8.92;9.98;49.38;0.0204;0.076;1.01
Germany;9.56;9.04;9.15;48.56;0.0209;0.064;0.52
Germany;10.01;8.89;10.41;48.86;0.0201;0.08;1.12
Germany;8.76;8.92;8.8;49.5;0.0197;0.13;-0.16
Germany;9.94;9.02;8.78;48.7;0.0206;0.075;0.92
Germany;9.24;9.02;9.47;49.1;0.0193;0.109;0.22
Germany;10.08;9.04;8.74;47.85;0.023;0.069;1.04
Germany;9.54;8.96;9.88;49.55;0.0192;0.052;0.58
Germany;9.89;9.1;9.52;48.01;0.0205;0.074;0.79
Germany;10.77;9.16;9.73;48.75;0.0214;0.093;1.61
Germany;11.26;9.21;8.87;48.41;0.0223;0.06;2.05
Germany;10.11;9.16;9.61;49.23;0.02;0.061;0.94
Germany;11.09;9.13;9.59;49.6;0.0208;0.066;1.96
Germany;8.74;9.15;8.41;48.8;0.0196;0.14;-0.41
Germany;9.84;9.31;8.67;47.82;0.023;0.079;0.53
Germany;10.72;9.08;9.7;49.21;0.02;0.067;1.64
Germany;10.48;9.06;10.42;48.87;0.0201;0.071;1.42
Germany;10.61;9.28;9.5;49.39;0.0205;0.052;1.33
Germany;10.41;9.35;8.7;48.45;0.0222;0.045;1.06
Germany;10.64;9.21;9.34;49.36;0.0205;0.047;1.43
Germany;9.51;9.41;7.87;47.94;0.0208;0.159;0.1
Germany;10;9.26;8.38;47.7;0.0225;0.076;0.74
Germany;10.95;9.22;9.65;49.6;0.0208;0.088;1.73
Germany;10.73;9.32;9.95;49.44;0.0204;0.071;1.41
Germany;10.9;9.29;9.92;49.39;0.0204;0.045;1.6
Germany;9.09;9.3;9.39;49.28;0.0205;0.091;-0.21
Germany;10.68;9.42;8.91;48.47;0.0223;0.048;1.26
Germany;10.53;9.42;8.91;48.47;0.0223;0.048;1.11
Germany;11;9.23;9.64;49.33;0.0205;0.058;1.77
Germany;11.08;9.3;9.68;49.36;0.0205;0.068;1.78
Germany;11.52;9.29;9.89;49.51;0.0192;0.055;2.24
Germany;11.07;9.6;9.56;47.6;0.0229;0.05;1.47
Germany;10.76;9.41;9.61;49.22;0.02;0.062;1.35
Germany;9.95;9.5;8.69;47.77;0.023;0.064;0.45
Germany;11.17;9.52;9.53;48.86;0.02;0.052;1.65
Germany;10.76;9.57;9.48;48.68;0.0212;0.064;1.19
Germany;9.28;9.58;7.77;47.66;0.0213;0.078;-0.3
Germany;11.72;9.71;9.56;47.6;0.0229;0.049;2
Germany;11.73;9.53;9.01;47.84;0.022;0.038;2.2
Germany;10.01;9.62;9.7;48.79;0.02;0.067;0.39
Germany;11.79;9.77;9.36;48.52;0.0212;0.04;2.01
Germany;10.64;9.77;9.27;48.64;0.0212;0.056;0.87
Germany;9.6;9.58;8.16;48.56;0.0202;0.142;0.02
Germany;11.22;9.55;9.69;49.39;0.0205;0.039;1.66
Germany;11.08;9.53;9.16;49.37;0.0199;0.039;1.55
Germany;11.83;9.54;9.38;48.99;0.0186;0.046;2.29
Germany;10.99;9.74;9.58;47.63;0.0229;0.072;1.25
Germany;12.66;9.65;9.56;49.29;0.0205;0.034;3.02
Germany;12.21;9.78;7.89;48.19;0.0214;0.079;2.43
Germany;10.8;9.67;9.78;49.54;0.0192;0.047;1.13
Germany;9.78;9.64;9.42;49.11;0.0193;0.098;0.14
Germany;9.25;9.58;8.74;49.44;0.0171;0.123;-0.33
Germany;10.57;9.86;9.45;48.61;0.0212;0.056;0.71
Germany;10.84;9.8;9.07;49.18;0.0173;0.063;1.04
Germany;10.15;9.75;8.93;47.76;0.0226;0.049;0.4
Germany;11.25;9.81;8.98;48.71;0.0206;0.056;1.43
Germany;10.79;9.72;8.88;49.33;0.0188;0.039;1.07
Germany;11.09;9.88;8.9;49.07;0.0173;0.055;1.21
Germany;9.42;9.91;9.01;49.03;0.0173;0.107;-0.49
Germany;10.34;9.83;9.28;49.28;0.0205;0.059;0.51
Germany;12.04;9.79;9.36;48.93;0.0186;0.039;2.25
Germany;11.84;9.98;8.86;48.98;0.0192;0.05;1.87
Germany;14.33;9.95;9.69;48.68;0.0214;0.057;4.38
Germany;10.56;10.03;7.84;47.67;0.0213;0.064;0.54
Germany;11.91;10.04;8.94;49.17;0.0173;0.045;1.87
Germany;14.25;10.05;8.98;48.73;0.0206;0.046;4.2
Germany;10.92;10.13;9.19;48.71;0.0209;0.048;0.79
Germany;11.88;10;9.4;49.11;0.0193;0.051;1.88
Germany;9.14;10.04;8.29;48.76;0.0196;0.146;-0.89
Germany;11.36;10.09;9.29;49.04;0.0193;0.053;1.27
Germany;11.2;10.16;7.91;48.24;0.0214;0.078;1.04
Germany;10.81;10.06;8.89;47.75;0.0221;0.035;0.75
Germany;11.44;10.18;8.35;48.94;0.0196;0.035;1.26
Germany;10.78;10.12;9.3;47.76;0.0222;0.043;0.66
Germany;11.46;10.22;9.05;49.05;0.0173;0.056;1.25
Germany;11.33;10.27;8.43;49.05;0.0175;0.107;1.06
Germany;11.58;10.23;8.72;49.11;0.0174;0.053;1.35
Germany;10.44;10.3;8.33;48.94;0.0196;0.042;0.14
Germany;9.68;10.27;8.78;47.75;0.0221;0.031;-0.59
Germany;9.85;10.31;8.7;49.46;0.0171;0.096;-0.47
Germany;11.75;10.28;8.09;47.56;0.022;0.049;1.47
Germany;11.7;10.39;7.91;47.58;0.0213;0.037;1.31
Germany;11.3;10.43;9.37;49.24;0.0193;0.041;0.87
Germany;11.96;10.42;8.73;48.9;0.0194;0.056;1.54
Germany;11.31;10.47;9.32;49.19;0.0193;0.039;0.84
Germany;11.82;10.44;9.11;49.33;0.0199;0.038;1.38
Germany;12.56;10.6;7.81;48.42;0.0199;0.024;1.96
Germany;11.06;10.53;8.33;47.59;0.0225;0.045;0.53
Germany;10.85;10.55;7.92;47.57;0.0213;0.071;0.3
Germany;10.8;10.52;8.84;47.74;0.0221;0.022;0.28
Germany;13.4;10.56;9.13;49.15;0.0173;0.05;2.84
Germany;11.01;10.59;9.18;49.21;0.0173;0.052;0.42
Germany;12.6;10.64;7.79;48.31;0.0199;0.026;1.96
Germany;11.45;10.52;9.55;48.81;0.02;0.041;0.92
Germany;11.89;10.64;8.01;48.66;0.0202;0.035;1.25
Germany;11.23;10.57;8.74;48.9;0.0194;0.027;0.65
Germany;11.65;10.59;8.1;48.67;0.0202;0.03;1.06
Germany;12.46;10.8;7.7;48.19;0.019;0.024;1.66
Germany;12.43;10.55;9.33;49.16;0.0193;0.04;1.88
Germany;12.04;10.63;8.15;48.78;0.0184;0.038;1.41
Germany;12.1;10.64;8.03;48.39;0.022;0.057;1.46
Germany;12.77;10.87;7.56;47.75;0.0191;0.02;1.91
Germany;11.64;10.8;7.86;48.08;0.0214;0.039;0.85
Germany;12.02;10.76;7.9;48.57;0.0183;0.029;1.26
Germany;12.08;10.72;7.98;47.56;0.0213;0.044;1.36
Germany;11.41;10.72;7.98;47.56;0.0213;0.044;0.69
Germany;9.74;10.84;7.58;47.86;0.0196;0.018;-1.1
Germany;12.67;10.87;7.73;48.22;0.019;0.029;1.8
Germany;11.69;10.77;8.59;49.3;0.0171;0.099;0.92
Germany;10.85;10.81;8.59;49.33;0.0171;0.086;0.04
Germany;12.2;10.82;7.83;48.44;0.0199;0.021;1.38
Germany;12.84;10.82;7.83;48.44;0.0199;0.021;2.02
Germany;11.99;10.85;7.59;47.78;0.0196;0.042;1.14
Germany;12.12;10.97;7.55;47.74;0.0191;0.014;1.15
Germany;11.43;10.85;8.26;48.95;0.0196;0.029;0.58
Germany;11.76;11.03;7.68;48.19;0.019;0.014;0.72
Germany;12.25;10.93;9.14;49.04;0.0173;0.035;1.32
Germany;11.02;10.91;8.45;49.07;0.0175;0.041;0.12
Germany;11.53;10.9;8.91;49.25;0.0188;0.046;0.63
Germany;12.36;11.01;7.59;47.65;0.0191;0.027;1.35
Germany;11.85;10.89;8.27;48.96;0.0196;0.027;0.96
Germany;11.58;10.95;8.24;48.95;0.0184;0.028;0.63
Germany;10.95;11.03;8.59;49.26;0.0171;0.023;-0.07
Germany;11.55;11;7.98;48.44;0.0199;0.043;0.55
Germany;12.36;10.93;7.91;48.44;0.0199;0.027;1.43
Germany;13.03;10.94;9.21;48.98;0.0163;0.035;2.09
Germany;12.34;11.1;7.78;48.21;0.0214;0.021;1.25
Germany;12.68;11.06;7.82;48.43;0.0199;0.019;1.62
Germany;11.72;11.01;8.1;48.71;0.0202;0.026;0.71
Germany;12.25;11.13;7.59;47.83;0.0196;0.022;1.12
Germany;12.13;11.24;7.68;48.18;0.019;0.015;0.89
Germany;13.32;11.04;7.81;48.37;0.0199;0.022;2.29
Germany;12.14;11.19;7.6;47.79;0.0196;0.024;0.95
Germany;12.34;11.13;7.82;48.44;0.0199;0.023;1.21
Germany;12;11.12;7.6;47.65;0.0191;0.026;0.88
Germany;12.49;11.27;7.7;48.18;0.019;0.015;1.21
Germany;11.77;11.13;9.28;49.17;0.0193;0.038;0.64
Germany;11.98;11.25;7.75;48.27;0.0179;0.022;0.73
Germany;12.6;11.28;7.56;47.77;0.0196;0.018;1.33
Germany;12.63;11.23;7.76;48.15;0.0214;0.015;1.41
Germany;13.23;11.18;8.58;49.31;0.0171;0.068;2.05
Germany;12.16;11.4;7.7;48.18;0.019;0.014;0.75
Germany;11.76;11.26;7.58;47.64;0.0191;0.023;0.5
Germany;12.8;11.24;7.82;48.45;0.0199;0.017;1.56
Germany;11.16;11.3;8.12;48.79;0.0184;0.024;-0.14
Germany;13.48;11.26;9.08;48.52;0.0209;0.038;2.22
Germany;12.04;11.19;9.21;48.96;0.0163;0.043;0.86
Germany;12.37;11.45;7.59;47.81;0.0196;0.02;0.92
Germany;12.67;11.45;7.68;47.92;0.0196;0.019;1.22
Germany;12.88;11.32;8.5;49.32;0.0171;0.043;1.57
Germany;11.99;11.33;8.49;49.11;0.0175;0.034;0.66
Germany;12.86;11.43;7.68;47.91;0.0196;0.016;1.43
Germany;12.09;11.32;8.62;49.29;0.0171;0.026;0.76
Germany;12.15;11.51;7.67;48.16;0.019;0.016;0.63
Germany;12.66;11.42;7.56;47.64;0.0191;0.018;1.24
Germany;13.26;11.39;7.77;48.45;0.0199;0.022;1.86
Germany;13.57;11.36;8.66;49.46;0.0171;0.041;2.21
Germany;11.14;11.43;8.42;49.12;0.0175;0.034;-0.29
Germany;12.11;11.52;7.68;48.15;0.019;0.017;0.58
Germany;14.85;11.52;7.69;48.16;0.019;0.018;3.32
Germany;11.71;11.38;8.24;48.85;0.0184;0.036;0.34
Germany;11.28;11.35;8.64;49.33;0.0171;0.041;-0.07
Germany;12.26;11.46;7.56;47.65;0.0191;0.013;0.8
Germany;13.68;11.58;7.7;48.15;0.019;0.011;2.1
Germany;12.47;11.55;7.71;48.14;0.019;0.015;0.91
Germany;12.49;11.51;8.65;49.48;0.0171;0.044;0.98
Germany;11.17;11.51;8.44;49.58;0.0161;0.028;-0.34
Germany;12.21;11.55;8.56;49.29;0.0171;0.022;0.66
Germany;11.58;11.53;8.57;49.42;0.0171;0.032;0.05
Germany;11.33;11.59;8.63;49.49;0.0171;0.041;-0.27
Germany;12.58;11.6;8.48;49.34;0.0167;0.042;0.98
Germany;13.26;11.57;8.62;49.42;0.0171;0.037;1.69
Germany;11.82;11.68;8.54;49.13;0.0174;0.032;0.15
Germany;11.6;11.64;8.31;48.97;0.0196;0.021;-0.03
Germany;12.78;11.79;8.62;49.37;0.0171;0.03;0.99
Germany;12.51;11.76;8.65;49.48;0.0171;0.022;0.75
Germany;13.19;11.82;8.6;49.14;0.0174;0.034;1.36
Germany;12.06;11.77;8.44;49.58;0.0161;0.036;0.28
Germany;12.22;11.77;8.57;49.43;0.0171;0.042;0.46
Germany;12.03;11.83;8.56;49.43;0.0171;0.048;0.19
Germany;12.4;11.93;8.47;49.32;0.0167;0.039;0.48
Germany;12.73;12.01;8.58;49.14;0.0174;0.029;0.72
Germany;14.07;12.01;8.67;49.45;0.0171;0.017;2.06
Germany;12.87;12.04;8.66;49.45;0.0171;0.024;0.84
Germany;12.4;12.09;8.65;49.37;0.0171;0.029;0.31
Germany;11.91;12.28;7.62;47.58;0.0191;0.025;-0.37
Germany;14.59;12.25;8.54;49.52;0.0181;0.022;2.33
Germany;12.6;12.21;8.63;49.39;0.0171;0.022;0.39
Germany;12.91;12.21;8.62;49.39;0.0171;0.034;0.69
Germany;12.56;12.21;8.62;49.39;0.0171;0.034;0.35
Germany;12.79;12.21;8.62;49.39;0.0171;0.034;0.58
Germany;12.77;12.21;8.62;49.4;0.0171;0.034;0.56
Germany;13.47;12.21;8.62;49.4;0.0171;0.034;1.26
Germany;12.44;12.25;8.64;49.43;0.0171;0.021;0.19
Germany;14.19;12.32;8.54;49.37;0.0171;0.014;1.87
Germany;13.4;12.49;8.5;49.53;0.0181;0.015;0.91
Germany;14.36;12.59;7.67;47.54;0.0191;0.022;1.76
Germany;12.47;12.71;8.58;49.39;0.0171;0.012;-0.25
Germany;12.95;12.97;8.65;49.4;0.0171;0.014;-0.02
Germany, Cologne;13.68;10.58;6.83;50.88;0.0149;0.062;3.1
Germany, Cologne;10.81;10.66;6.84;51.02;0.0149;0.062;0.15
Germany, Cologne;11.66;10.83;6.83;50.97;0.0149;0.037;0.83
Germany, Cologne;10.98;11.05;6.87;50.89;0.0149;0.04;-0.07
Germany, Cologne;12.31;11.13;6.99;50.89;0.0149;0.028;1.18
Germany, Cologne;12.29;11.13;7;50.9;0.0149;0.028;1.16
Germany, Cologne;10.82;11.21;6.89;50.93;0.0149;0.035;-0.39
Germany, Cologne;11.53;11.29;6.87;51.01;0.0149;0.044;0.24
Germany, Cologne;12.31;11.3;6.83;50.95;0.0149;0.025;1.01
Germany, Cologne;11.06;11.42;6.86;50.96;0.0149;0.032;-0.36
Germany, Cologne;11.97;11.47;6.89;50.99;0.0149;0.042;0.5
Germany, Cologne;11.45;11.45;6.86;50.93;0.0149;0.039;0
Germany, Cologne;10.77;11.53;6.83;50.93;0.0149;0.056;-0.76
Germany, Cologne;12.1;11.53;6.92;50.9;0.0149;0.03;0.57
Germany, Cologne;12.09;11.53;6.92;50.9;0.0149;0.03;0.56
Germany, Cologne;11.12;11.62;6.9;50.92;0.0149;0.014;-0.5
Germany, Cologne;12.68;11.76;6.86;50.92;0.0149;0.04;0.92
Germany, Cologne;12.28;11.98;6.94;50.99;0.0149;0.03;0.3
Germany, Cologne;12.33;11.97;6.88;50.96;0.0149;0.018;0.36
Germany, Cologne;11.42;12.03;6.9;50.98;0.0149;0.03;-0.61
Germany, Cologne;12.2;12.03;6.92;50.98;0.0149;0.033;0.17
Germany, Cologne;11.44;12.09;6.84;50.92;0.0149;0.021;-0.65
Germany, Cologne;12.16;12.26;6.98;50.96;0.0149;0.026;-0.1
Germany, Cologne;11.87;12.34;6.94;51;0.0149;0.013;-0.47
Germany, Cologne;13.1;12.4;6.92;50.94;0.0149;0.017;0.7
Germany, Cologne;13.59;12.42;6.96;50.96;0.0149;0.015;1.17
Germany, Cologne;12.18;12.58;6.89;50.96;0.0149;0.012;-0.4
Germany, Cologne;12.21;12.58;6.89;50.96;0.0149;0.012;-0.37
Germany, Cologne;13.43;12.61;6.94;50.96;0.0149;0.016;0.82
Germany, Cologne;13.07;12.62;6.89;50.95;0.0149;0.014;0.45
Germany, Cologne;13.54;12.62;6.9;50.95;0.0149;0.014;0.92
Germany, Cologne;12.8;12.76;6.95;50.96;0.0149;0.015;0.04
Germany, Cologne;12.28;12.76;6.95;50.96;0.0149;0.015;-0.48
Germany, Cologne;15.88;12.81;6.93;50.93;0.0149;0.016;3.07
Germany, Cologne;12.15;12.82;6.96;50.92;0.0149;0.012;-0.67
Germany, Cologne;12.59;12.82;6.97;50.92;0.0149;0.012;-0.23
Germany, Cologne;12.95;12.87;6.95;50.92;0.0149;0.015;0.08
Germany, Cologne;12.02;12.87;6.95;50.92;0.0149;0.015;-0.85
Germany, Cologne;13.19;12.83;6.94;50.96;0.0149;0.013;0.36
Germany, Cologne;13.25;12.82;6.93;50.96;0.0149;0.014;0.43
Germany, Cologne;12.28;12.91;6.93;50.94;0.0149;0.012;-0.63
Germany, Cologne;13.37;12.91;6.91;50.95;0.0149;0.009;0.46
Germany, Cologne;14.09;13.06;6.95;50.93;0.0149;0.01;1.03
Germany, Cologne;16.18;12.84;6.96;50.94;0.0149;0.015;3.34
Germany, Cologne;15.7;12.84;6.95;50.94;0.0149;0.015;2.86
Germany_Karlsruhe;11.77;10.92;8.43;49.03;0.0175;0.068;0.85
Germany_Karlsruhe;13.46;10.93;8.45;49.04;0.0175;0.072;2.53
Germany_Karlsruhe;13.42;10.87;8.3;49;0.0196;0.028;2.55
Germany_Karlsruhe;12.31;11.04;8.4;48.97;0.0196;0.037;1.27
Germany_Karlsruhe;13.04;11.09;8.4;48.97;0.0196;0.032;1.96
Germany_Karlsruhe;11.1;11.09;8.39;48.97;0.0196;0.038;0.02
Germany_Karlsruhe;12.13;11.2;8.41;48.96;0.0196;0.031;0.93
Germany_Karlsruhe;11.95;11.28;8.42;48.97;0.0196;0.039;0.67
Germany_Karlsruhe;11.44;11.28;8.44;48.98;0.0196;0.032;0.17
Germany_Karlsruhe;13.37;11.33;8.41;49.02;0.0175;0.078;2.04
Germany_Karlsruhe;12.94;11.36;8.41;48.97;0.0196;0.028;1.58
Germany_Karlsruhe;13.07;11.42;8.41;48.98;0.0196;0.047;1.65
Germany_Karlsruhe;13.22;11.52;8.47;49.03;0.0175;0.039;1.7
Germany_Karlsruhe;13.64;11.55;8.44;49.03;0.0175;0.023;2.09
Germany_Karlsruhe;14.42;11.47;8.3;49.02;0.0175;0.017;2.95
Germany_Karlsruhe;10.93;11.52;8.38;48.98;0.0196;0.02;-0.59
Germany_Karlsruhe;12.36;11.52;8.37;48.98;0.0196;0.019;0.84
Germany_Karlsruhe;13.7;11.6;8.41;48.98;0.0196;0.032;2.1
Germany_Karlsruhe;11.65;11.6;8.4;48.98;0.0196;0.032;0.06
Germany_Karlsruhe;11.94;11.6;8.39;48.98;0.0196;0.024;0.35
Germany_Karlsruhe;13.61;11.69;8.48;49.02;0.0175;0.03;1.92
Germany_Karlsruhe;12.15;11.72;8.39;49.06;0.0175;0.038;0.43
Germany_Karlsruhe;11.67;11.62;8.47;48.99;0.0196;0.04;0.05
Germany_Karlsruhe;12.74;11.73;8.5;49.01;0.0174;0.02;1.01
Germany_Karlsruhe;11.96;11.73;8.5;49.01;0.0174;0.02;0.23
Germany_Karlsruhe;14;11.86;8.39;49.05;0.0175;0.028;2.14
Germany_Karlsruhe;12.67;11.87;8.47;49.02;0.0175;0.025;0.81
Germany_Karlsruhe;11.8;11.86;8.35;48.99;0.0196;0.016;-0.07
Germany_Karlsruhe;11.44;11.93;8.44;49.02;0.0175;0.027;-0.49
Germany_Karlsruhe;11.48;11.93;8.37;49.05;0.0175;0.019;-0.45
Germany_Karlsruhe;12.59;11.94;8.5;49.01;0.0175;0.019;0.65
Germany_Karlsruhe;12;12.07;8.37;49.06;0.0175;0.024;-0.07
Germany_Karlsruhe;12.95;12.11;8.47;49;0.0175;0.028;0.83
Germany_Karlsruhe;12.91;12.21;8.46;49.03;0.0175;0.023;0.7
Germany_Karlsruhe;12.69;12.16;8.45;48.99;0.0196;0.022;0.53
Germany_Karlsruhe;12.7;12.16;8.45;48.99;0.0196;0.022;0.54
Germany_Karlsruhe;14.11;12.13;8.31;49.01;0.0175;0.017;1.98
Germany_Karlsruhe;12.11;12.24;8.48;49;0.0196;0.015;-0.13
Germany_Karlsruhe;12.84;12.24;8.36;49.04;0.0175;0.018;0.6
Germany_Karlsruhe;12.14;12.31;8.46;49.01;0.0175;0.03;-0.17
Germany_Karlsruhe;12.8;12.27;8.36;49.05;0.0175;0.02;0.52
Germany_Karlsruhe;11.6;12.31;8.38;49.04;0.0175;0.031;-0.71
Germany_Karlsruhe;13.27;12.28;8.34;49;0.0196;0.015;0.99
Germany_Karlsruhe;13.64;12.32;8.33;49.04;0.0175;0.02;1.32
Germany_Karlsruhe;12.46;12.36;8.4;48.99;0.0196;0.019;0.11
Germany_Karlsruhe;12.64;12.3;8.32;49.01;0.0175;0.011;0.34
Germany_Karlsruhe;11.49;12.3;8.34;49.01;0.0175;0.011;-0.81
Germany_Karlsruhe;13.36;12.3;8.32;49.01;0.0175;0.011;1.06
Germany_Karlsruhe;13.17;12.41;8.38;48.99;0.0196;0.013;0.76
Germany_Karlsruhe;11.2;12.41;8.37;48.99;0.0196;0.013;-1.21
Germany_Karlsruhe;13.3;12.42;8.39;49.03;0.0175;0.022;0.88
Germany_Karlsruhe;13.15;12.42;8.38;49.04;0.0175;0.022;0.74
Germany_Karlsruhe;13.15;12.41;8.35;49.04;0.0175;0.021;0.73
Germany_Karlsruhe;13.34;12.46;8.34;49.03;0.0175;0.018;0.88
Germany_Karlsruhe;12.75;12.52;8.42;49.01;0.0175;0.019;0.24
Germany_Karlsruhe;12.75;12.58;8.39;48.99;0.0196;0.015;0.18
Germany_Karlsruhe;13.52;12.56;8.39;49.02;0.0175;0.024;0.96
Germany_Karlsruhe;10.91;12.59;8.36;49.03;0.0175;0.017;-1.67
Germany_Karlsruhe;14.4;12.57;8.41;49.01;0.0175;0.032;1.83
Germany_Karlsruhe;12.76;12.63;8.46;49;0.0196;0.013;0.13
Germany_Karlsruhe;12.76;12.65;8.43;49;0.0196;0.013;0.1
Germany_Karlsruhe;11.58;12.68;8.45;49.01;0.0175;0.019;-1.1
Germany_Karlsruhe;13.36;12.68;8.44;49.02;0.0175;0.014;0.68
Germany_Karlsruhe;12.91;12.69;8.44;49;0.0196;0.016;0.22
Germany_Karlsruhe;12.91;12.74;8.45;49;0.0196;0.014;0.16
Germany_Karlsruhe;12.53;12.74;8.45;49;0.0196;0.016;-0.21
Germany_Karlsruhe;13.18;12.76;8.34;49.03;0.0175;0.015;0.42
