COMID,siteID,WellWaterDepth_m,NearestFlowlineDistance_m,NearStreamPtNED30mElv_masl,BankHeight_m,WellDepth_m,Width_m,latitude,longitude,Date,WellNED30mElv_masl,bank_corrected_head_difference_m
21046966, 5194961, 3.54, 950.12, 413.16, 0.97, 15.24, 13.81, 36.622655, -98.585920, 2010.2278, 420.14, 4.41
21002219, 5195100, 6.22, 115.21, 300.23, 0.75, 15.24, 6.68, 36.637632, -97.471680, 2013.2361, 300.30, -5.40
21046960, 5195531, 3.56, 220.82, 405.67, 1.30, 14.33, 97.76, 36.623348, -98.558763, 2000.0028, 409.69, 1.76
13824984, 1048371, 30.61, 747.67, 718.97, 0.44, 60.96, 7.09, 36.568465, -99.967058, 1974.0833, 727.31, -21.83
21001939, 5193980, 6.28, 352.18, 289.04, 0.54, 9.45, 6.03, 36.630956, -97.209559, 1988.9361, 294.41, -0.37
13846051, 5194227, 64.55, 79.44, 1045.82, 0.66, 93.27, 9.05, 36.505293, -101.733410, -1.0000, 1046.27, -63.44
21046980, 5194724, 2.03, 65.59, 452.47, 0.50, 12.19, 5.89, 36.613724, -98.704830, 2006.0694, 449.93, -4.07
21784708, 5193821, 6.91, 116.44, 189.67, 1.90, 10.06, 222.77, 36.632612, -95.883556, 1907.0028, 192.72, -1.96
13824086, 1048144, 5.07, 918.58, 747.16, 0.67, 37.19, 8.55, 36.547925, -100.243921, 1980.8194, 739.89, -11.67
13835357, 1048206, 39.95, 586.80, 888.51, 0.44, 73.15, 6.75, 36.511117, -101.161628, 1981.4806, 896.30, -31.72
13835397, 1048510, 21.46, 724.43, 844.49, 0.65, 24.38, 9.26, 36.514137, -101.112456, 1907.0028, 854.18, -11.12
13823316, 5193954, 13.56, 247.66, 740.70, 0.70, 36.58, 8.43, 36.555331, -100.240612, 1972.7528, 744.07, -9.49
21002341, 5194303, 5.66, 576.76, 283.60, 2.27, 10.97, 91.17, 36.619014, -97.248424, 1991.8111, 289.18, 2.19
21047012, 5194353, 8.09, 490.50, 415.47, 0.50, 13.11, 5.62, 36.601462, -98.468410, 1995.7389, 417.12, -5.94
13823400, 1048312, 24.28, 226.29, 724.45, 0.43, 60.96, 7.15, 36.554356, -100.026584, 1987.7361, 738.63, -9.67
13823484, 5193968, 67.77, 200.15, 880.49, 0.48, 74.68, 6.38, 36.527644, -100.717882, 1979.2778, 881.16, -66.62
13823468, 5193970, 11.32, 85.99, 736.64, 0.84, 56.69, 15.58, 36.543321, -100.159662, -1.0000, 738.52, -8.60
13825104, 1048358, 22.61, 511.68, 703.01, 0.71, 57.91, 8.43, 36.536794, -99.967779, 1979.2056, 719.78, -5.13
21047006, 5193910, 0.52, 522.15, 412.98, 0.82, 16.76, 6.63, 36.579239, -98.565946, 1907.0028, 418.02, 5.34
21047006, 5193911, 0.74, 357.18, 417.78, 0.82, 9.75, 6.63, 36.579340, -98.592028, 1907.0028, 417.93, 0.23
21046990, 5194032, 6.07, 573.64, 406.32, 0.55, 11.28, 5.95, 36.579188, -98.444353, 1989.8167, 411.67, -0.17
21046988, 5194676, 6.55, 664.14, 456.69, 0.63, 12.19, 7.08, 36.576395, -98.679772, 2005.2806, 461.48, -1.13
21047016, 5194765, 6.25, 791.19, 446.26, 0.94, 12.19, 19.93, 36.573926, -98.880756, 2006.3972, 463.77, 12.20
21047016, 5194766, 6.25, 791.19, 446.26, 0.94, 12.19, 19.93, 36.573926, -98.880756, 2006.3972, 463.77, 12.20
21046994, 5194952, 4.85, 477.30, 400.60, 1.36, 11.28, 99.28, 36.582591, -98.507415, 2010.2167, 405.10, 1.01
21047006, 5195532, 1.50, 113.34, 417.76, 0.82, 16.15, 6.63, 36.578626, -98.587092, 2000.0028, 417.85, -0.59
20969466, 5194291, 2.35, 446.85, 265.88, 3.59, 12.80, 365.82, 36.593795, -96.927181, 1967.3694, 270.19, 5.55
13825104, 1048377, 35.35, 595.88, 729.70, 0.71, 73.15, 8.43, 36.521115, -99.998256, 1979.1000, 744.27, -20.07
13823670, 5193952, 24.30, 63.52, 810.39, 0.50, 76.20, 7.58, 36.505569, -100.417819, 1979.9056, 813.78, -20.41
21002365, 5194386, 6.72, 589.84, 273.31, 2.45, 11.89, 181.44, 36.584645, -97.075905, 1996.9278, 279.27, 1.69
13823676, 1048143, 38.86, 758.51, 793.92, 0.50, 97.54, 6.85, 36.500795, -100.312608, 1982.0083, 805.39, -26.89
846424, 5194588, 36.44, 197.47, 250.58, 0.69, 76.20, 7.95, 36.577577, -96.320732, 2004.3833, 261.93, -24.40
21047296, 5194699, 7.33, 518.02, 480.51, 0.48, 30.48, 5.06, 36.551207, -98.764176, 2005.8833, 482.06, -5.30
21047046, 5195553, 3.22, 388.63, 400.37, 0.61, 9.33, 6.49, 36.550032, -98.430299, 2000.0028, 405.55, 2.57
21047050, 5195177, 2.70, 112.47, 411.56, 0.65, 11.89, 6.74, 36.546997, -98.525469, 2013.8194, 412.60, -1.01
21770051, 1048456, 9.45, 658.52, 237.46, 0.53, 16.46, 5.28, 36.551614, -95.400260, 1907.0028, 243.40, -2.98
13812244, 1048480, 41.15, 59.35, 724.54, 0.56, 97.54, 7.61, 36.495839, -99.857334, 1975.7500, 725.22, -39.90
21047222, 5194698, 0.31, 782.85, 409.00, 0.71, 12.19, 6.48, 36.535491, -98.495291, 2005.8639, 417.01, 8.41
248346, 5195128, 12.74, 714.81, 414.69, 0.54, 15.24, 5.75, 36.536500, -98.104733, 2011.2278, 417.35, -9.54
21770045, 5193667, 0.54, 639.59, 216.22, 0.57, 7.62, 5.52, 36.538264, -95.219441, 1907.0028, 220.41, 4.22
248326, 5194025, 15.25, 395.49, 403.19, 0.56, 18.29, 5.83, 36.520752, -98.159307, 1988.8528, 418.51, 0.63
20969496, 5194520, 9.10, 837.62, 260.72, 3.59, 15.24, 387.07, 36.544044, -96.902110, 2002.5667, 271.67, 5.44
13812300, 1048320, 17.29, 56.42, 677.27, 0.41, 63.09, 6.81, 36.480052, -99.686111, 1979.2028, 677.60, -16.55
21047072, 5194775, 3.58, 133.65, 408.82, 0.56, 12.19, 5.98, 36.512622, -98.409640, 2006.8500, 410.57, -1.27
248346, 5195144, 9.51, 931.39, 408.24, 0.54, 17.46, 5.75, 36.517798, -98.105032, -1.0000, 415.81, -1.40
248348, 5195324, 7.92, 490.07, 402.82, 0.58, 12.19, 5.94, 36.509067, -98.138683, 2011.6500, 408.79, -1.37
21047084, 5195514, 4.04, 902.69, 423.30, 0.70, 24.08, 5.68, 36.514555, -98.372479, 2014.0028, 423.78, -2.86
21047078, 5195549, 3.03, 699.84, 440.44, 0.60, 8.23, 6.54, 36.507254, -98.545840, 2000.0028, 445.05, 2.18
13812326, 1048321, 18.43, 315.07, 654.15, 0.49, 79.25, 6.89, 36.462737, -99.656991, 1978.8917, 667.37, -4.72
388762, 5194161, 10.20, 308.44, 581.08, 0.48, 18.29, 85.82, 36.474173, -99.464983, -1.0000, 588.48, -2.32
20968850, 5194454, 7.52, 676.32, 256.16, 3.59, 12.19, 371.48, 36.514553, -97.001243, 1998.6944, 262.93, 2.84
21047712, 5194707, 3.67, 774.62, 399.15, 0.78, 15.85, 6.54, 36.494883, -98.426911, 2005.9167, 403.42, 1.38
249052, 5195021, 12.05, 346.39, 411.68, 0.65, 15.70, 6.60, 36.499870, -98.009810, -1.0000, 414.11, -8.97
248336, 5195440, 6.49, 51.14, 409.44, 0.50, 11.95, 5.79, 36.506912, -98.060394, -1.0000, 411.16, -4.27
21048160, 5195459, 4.12, 601.30, 387.27, 1.44, 10.06, 99.79, 36.491245, -98.447746, 2000.0028, 389.77, -0.18
20969524, 5195294, 7.20, 737.40, 237.00, 3.61, 14.63, 361.15, 36.507938, -96.715016, 2012.6917, 251.16, 10.57
20969524, 5195295, 7.20, 737.40, 237.00, 3.61, 14.63, 361.15, 36.507938, -96.715016, 2012.6917, 251.16, 10.57
21002769, 5195351, 15.87, 316.79, 408.51, 0.41, 22.92, 5.05, 36.497822, -97.943394, -1.0000, 417.42, -6.55
388810, 5193947, 4.68, 98.84, 584.31, 0.46, 18.90, 16.56, 36.447093, -99.428600, -1.0000, 589.04, 0.51
250332, 5194527, 16.91, 796.60, 414.68, 0.56, 24.69, 5.70, 36.480644, -97.983233, 2002.2972, 416.15, -14.88
20971652, 5194538, 6.45, 91.48, 256.36, 1.48, 9.14, 147.86, 36.493880, -97.032120, 2003.3528, 259.93, -1.40
249026, 5195132, 12.02, 98.61, 406.63, 0.56, 21.76, 5.45, 36.476831, -98.051917, -1.0000, 409.40, -8.69
249060, 5195213, 15.77, 638.96, 411.78, 0.57, 18.87, 6.09, 36.477710, -97.997210, -1.0000, 414.89, -12.09
250322, 5195422, 13.24, 765.36, 408.52, 0.56, 20.12, 5.88, 36.481813, -97.945978, -1.0000, 414.66, -6.54
250320, 5195460, 15.09, 716.95, 411.36, 0.58, 18.90, 5.98, 36.485360, -97.948522, 2000.3417, 416.19, -9.68
13812636, 1048387, 4.51, 962.31, 634.91, 0.78, 18.29, 10.42, 36.438369, -99.559298, 1985.6611, 643.85, 5.21
21002789, 5194590, 3.58, 586.48, 401.67, 0.44, 10.67, 5.95, 36.478185, -97.893544, 2004.3861, 399.54, -5.27
21047744, 5194896, 8.78, 518.81, 421.84, 0.73, 24.38, 15.55, 36.461010, -98.705160, 2008.5000, 425.49, -4.40
250334, 5194930, 7.46, 431.92, 388.59, 0.49, 14.33, 5.39, 36.478200, -97.847830, 2009.5250, 389.88, -5.68
21002789, 5195116, 5.40, 460.46, 401.62, 0.44, 11.89, 5.95, 36.477049, -97.893583, 1990.0028, 401.63, -4.95
13812636, 1048399, 2.85, 321.22, 625.71, 0.78, 23.16, 10.42, 36.426130, -99.577943, 1976.2778, 628.15, 0.37
13812490, 1048470, 15.84, 23.31, 666.74, 0.56, 85.34, 7.66, 36.423156, -99.707063, 1970.5472, 668.43, -13.59
388792, 5194162, 6.86, 1077.52, 570.27, 2.73, 22.86, 397.54, 36.436469, -99.400014, -1.0000, 586.59, 12.19
249076, 5194530, 9.47, 854.33, 406.05, 0.62, 18.90, 6.82, 36.462297, -98.038418, 2002.2806, 406.38, -8.52
250322, 5195055, 6.95, 146.07, 404.60, 0.56, 17.07, 5.88, 36.465430, -97.943442, 2013.5056, 406.55, -4.44
249076, 5195316, 10.80, 816.25, 408.57, 0.62, 15.73, 6.82, 36.473661, -98.033754, -1.0000, 411.01, -7.74
250332, 5195365, 16.63, 295.54, 414.05, 0.56, 25.91, 5.70, 36.469753, -97.981007, -1.0000, 414.96, -15.16
250328, 5195401, 8.01, 141.02, 402.36, 0.48, 13.72, 5.76, 36.464567, -97.906745, -1.0000, 405.18, -4.71
21047722, 5195462, 5.81, 990.13, 393.18, 0.63, 10.67, 6.66, 36.460144, -98.495982, 2015.7278, 405.55, 7.19
388880, 5193946, 10.45, 512.49, 658.37, 0.59, 21.03, 7.89, 36.419922, -99.521126, 2001.2667, 665.71, -2.52
20970074, 5193993, 10.64, 868.94, 352.47, 0.46, 19.51, 5.66, 36.456770, -97.694345, 1980.8472, 363.37, 0.72
250336, 5194474, 3.52, 464.64, 384.98, 0.52, 9.45, 5.60, 36.464011, -97.861138, 2013.3333, 387.87, -0.11
21002791, 5194983, 4.29, 681.68, 391.09, 0.46, 5.79, 5.12, 36.462500, -97.868322, 2013.5056, 391.22, -3.70
20970064, 5194984, 8.20, 223.03, 374.85, 0.40, 18.29, 5.68, 36.463496, -97.817952, 2013.5056, 382.06, -0.59
20970058, 5195060, 11.92, 266.63, 366.02, 0.42, 91.44, 6.07, 36.464087, -97.737044, -1.0000, 373.20, -4.32
250334, 5195121, 3.23, 75.94, 381.31, 0.49, 12.19, 5.39, 36.462531, -97.846589, 2013.7222, 382.57, -1.48
250330, 5195161, 14.14, 939.57, 402.62, 0.48, 19.51, 5.85, 36.462833, -97.920528, -1.0000, 412.89, -3.39
250332, 5195275, 10.16, 408.63, 403.43, 0.56, 36.48, 5.70, 36.458490, -97.998200, -1.0000, 408.63, -4.40
20970062, 5195372, 2.53, 332.43, 353.72, 0.44, 14.94, 5.67, 36.464092, -97.732548, -1.0000, 358.05, 2.24
250360, 1048539, 14.82, 725.48, 408.45, 0.53, 18.29, 6.23, 36.445315, -97.943991, -1.0000, 408.61, -14.13
250330, 1048540, 9.02, 652.34, 398.82, 0.48, 15.24, 5.85, 36.448811, -97.912719, -1.0000, 402.48, -4.88
250360, 1048542, 17.00, 441.36, 407.85, 0.53, 21.34, 6.23, 36.448788, -97.931663, -1.0000, 410.41, -13.91
250360, 1048543, 15.39, 454.98, 408.45, 0.53, 20.12, 6.23, 36.448787, -97.940309, 2001.2306, 409.25, -14.06
249052, 5193985, 11.86, 130.64, 391.75, 0.65, 29.26, 6.60, 36.447834, -98.029475, 1983.3417, 395.57, -7.39
20970146, 5193992, 9.25, 493.62, 371.74, 0.44, 14.63, 5.47, 36.449466, -97.777565, 1980.0694, 373.01, -7.54
20970166, 5194008, 8.24, 387.98, 371.85, 0.48, 15.24, 5.59, 36.448487, -97.783109, 1988.9667, 373.26, -6.35
20970134, 5194357, 10.97, 165.36, 361.75, 0.42, 18.90, 5.46, 36.453146, -97.723507, 1992.5389, 365.78, -6.52
13812608, 5194577, 6.13, 563.70, 633.35, 0.86, 9.14, 10.57, 36.412897, -99.573030, 2003.4861, 643.71, 5.09
21047786, 5194764, 2.15, 619.15, 379.99, 1.48, 13.41, 148.45, 36.435432, -98.452412, 2006.5667, 389.05, 8.39
250338, 5194890, 2.11, 898.76, 381.65, 0.45, 12.19, 5.21, 36.451470, -97.863660, 2008.3889, 384.43, 1.12
250370, 5194972, 8.10, 404.43, 375.03, 0.58, 15.24, 6.33, 36.445940, -97.800960, 2010.6722, 376.47, -6.08
20971340, 5195022, 8.35, 761.20, 368.73, 0.47, 13.29, 5.84, 36.449525, -97.757304, -1.0000, 369.86, -6.75
249052, 5195421, 11.48, 620.17, 391.67, 0.65, 30.48, 6.60, 36.448670, -98.035171, -1.0000, 402.95, 0.45
250360, 5195002, 8.37, 821.90, 408.14, 0.53, 15.85, 6.23, 36.440237, -97.926735, 2013.6778, 407.96, -8.02
250340, 5195082, 8.15, 857.96, 390.00, 0.58, 17.68, 5.88, 36.442904, -97.889530, 2013.7222, 392.65, -4.92
13813326, 1048469, 34.87, 626.38, 685.16, 0.57, 89.92, 8.76, 36.395321, -99.744796, 1978.3000, 711.45, -8.01
7585211, 5193614, 14.17, 777.17, 329.33, 0.35, 17.98, 4.53, 36.445514, -94.721919, 1907.0028, 330.21, -12.94
13812608, 5193945, 0.86, 104.40, 643.04, 0.86, 62.48, 10.57, 36.396726, -99.572131, 1971.2833, 644.54, 1.50
249060, 5193984, 9.81, 479.54, 393.96, 0.57, 19.51, 6.09, 36.435267, -98.011689, 1984.3000, 403.92, 0.72
20970252, 5193995, 6.43, 212.65, 361.36, 0.49, 13.11, 5.67, 36.434913, -97.727997, 1983.9694, 363.81, -3.49
388862, 5194234, 13.71, 101.66, 599.59, 0.48, 85.34, 7.24, 36.406517, -99.293775, -1.0000, 607.76, -5.06
21771967, 5194257, 9.27, 779.49, 329.74, 0.53, 36.58, 7.02, 36.446108, -94.738536, -1.0000, 332.32, -6.16
13813324, 5194356, 10.24, 68.08, 707.57, 1.00, 60.96, 16.08, 36.379644, -99.993108, 1995.3472, 708.14, -8.67
250356, 5194628, 17.27, 605.40, 397.80, 0.44, 29.87, 5.09, 36.433360, -97.962260, 2004.7944, 404.26, -10.37
250356, 5194797, 3.93, 93.21, 395.95, 0.44, 9.75, 5.09, 36.427713, -97.966760, 2006.8500, 397.85, -1.59
21047756, 5194877, 1.12, 381.37, 395.49, 0.72, 6.10, 28.60, 36.417427, -98.706403, 2008.3083, 396.88, 0.99
249104, 5195112, 11.97, 585.31, 393.82, 0.68, 24.69, 6.80, 36.434170, -97.996440, -1.0000, 403.16, -1.95
250350, 5195117, 5.08, 522.70, 378.16, 0.67, 12.19, 6.14, 36.434359, -97.867076, 2013.5056, 382.03, -0.54
20970210, 5195129, 7.47, 714.90, 347.10, 0.52, 13.41, 5.65, 36.433510, -97.638440, -1.0000, 353.76, -0.29
250360, 5195151, 10.10, 911.46, 397.33, 0.53, 12.19, 6.23, 36.431251, -97.918177, -1.0000, 402.28, -4.62
250350, 5195180, 5.88, 559.24, 376.51, 0.67, 15.24, 6.14, 36.432836, -97.866417, 2010.8583, 381.33, -0.39
20971340, 5195243, 5.35, 898.26, 366.82, 0.47, 9.91, 5.84, 36.434117, -97.764746, -1.0000, 368.71, -2.99
21047760, 5195551, 1.55, 1016.30, 393.40, 2.71, 9.21, 118.32, 36.416362, -98.654493, 2000.0028, 395.75, 3.51
13812658, 1048468, 2.97, 746.39, 634.58, 1.03, 37.49, 18.72, 36.381749, -99.611280, 1971.8611, 640.09, 3.57
250360, 5194151, 8.04, 1.43, 394.50, 0.53, 12.19, 6.23, 36.418777, -97.922519, 1980.1861, 394.54, -7.47
250360, 5194219, 7.74, 198.87, 394.50, 0.53, 12.19, 6.23, 36.418777, -97.924764, 1980.1583, 399.15, -2.56
250360, 5194849, 10.25, 408.91, 395.14, 0.53, 17.68, 6.23, 36.419233, -97.917256, 2007.5833, 399.17, -5.69
13812658, 5194859, 4.22, 598.72, 634.53, 1.03, 24.38, 18.72, 36.379803, -99.626536, 2007.7833, 637.63, -0.09
250390, 5195000, 17.92, 936.44, 381.23, 0.77, 27.43, 6.68, 36.422531, -97.987419, 2012.5333, 399.77, 1.39
250368, 5195061, 2.66, 175.42, 365.26, 0.51, 11.28, 5.78, 36.419166, -97.796038, 2012.6583, 366.14, -1.27
20970300, 5195088, 6.49, 671.65, 349.89, 0.49, 9.91, 5.73, 36.425657, -97.656862, -1.0000, 354.05, -1.84
250354, 5195120, 4.49, 195.05, 363.79, 0.74, 5.79, 6.69, 36.426500, -97.835345, 2013.7222, 369.24, 1.70
250360, 5195158, 9.13, 90.53, 396.31, 0.53, 9.14, 6.23, 36.423383, -97.926812, 2013.6778, 399.44, -5.47
250374, 5195242, 4.68, 568.23, 362.19, 0.58, 13.50, 6.20, 36.419325, -97.764251, -1.0000, 365.62, -0.67
250364, 5195430, 1.45, 39.99, 358.87, 0.79, 9.91, 0.01, 36.419010, -97.822727, -1.0000, 360.92, 1.39
250360, 5195435, 7.63, 87.23, 395.71, 0.53, 9.14, 6.23, 36.419697, -97.921027, -1.0000, 397.83, -4.98
21770623, 5193669, 10.41, 73.33, 274.39, 0.29, 10.97, 4.72, 36.425784, -94.967101, 1907.0028, 278.77, -5.74
250360, 5194436, 9.60, 297.27, 391.85, 0.53, 16.46, 6.23, 36.415163, -97.918028, 1997.5083, 396.13, -4.79
848245, 5194457, 16.71, 252.84, 299.35, 0.47, 82.30, 5.49, 36.424232, -96.478913, 1980.2944, 311.33, -4.26
20970372, 5194498, 6.43, 628.33, 345.91, 0.54, 14.33, 5.66, 36.418370, -97.617610, 2000.7972, 350.55, -1.25
848223, 5194974, 8.76, 176.44, 219.53, 1.17, 36.88, 35.93, 36.427194, -96.333997, 2010.6278, 226.62, -0.50
250360, 5195399, 5.27, 353.98, 390.48, 0.53, 11.58, 6.23, 36.413755, -97.925688, -1.0000, 396.25, 1.03
13812694, 1048293, 4.49, 140.75, 662.47, 0.81, 72.85, 14.35, 36.361599, -99.792399, 1975.2694, 664.32, -1.83
13812676, 1048426, 6.86, 407.34, 646.81, 0.59, 53.34, 9.39, 36.366974, -99.698847, 1971.3056, 643.87, -9.20
20973150, 5194927, 7.14, 484.59, 231.75, 3.61, 10.67, 350.85, 36.419798, -96.644653, 2009.4833, 240.62, 5.34
13812688, 5194937, 9.85, 342.38, 671.33, 0.77, 28.96, 13.08, 36.363264, -99.816016, 2009.6083, 675.25, -5.16
250370, 5195005, 0.83, 37.24, 356.97, 0.58, 3.26, 6.33, 36.408080, -97.789140, -1.0000, 356.69, -0.53
250362, 5195320, 4.27, 89.35, 391.77, 0.58, 5.79, 5.70, 36.406185, -97.929732, 2013.7222, 393.98, -1.48
13812754, 1048286, 9.43, 354.98, 643.30, 0.56, 33.53, 8.46, 36.364948, -99.620371, 1979.2083, 649.36, -2.81
13812718, 5193922, 8.89, 633.56, 643.36, 1.01, 23.47, 16.28, 36.363469, -99.604574, -1.0000, 651.02, -0.22
388904, 5194235, 3.61, 783.24, 629.02, 0.50, 74.68, 6.59, 36.370854, -99.378882, -1.0000, 639.30, 7.17
250380, 5194902, 4.27, 66.11, 384.26, 0.66, 12.80, 6.52, 36.394310, -97.917233, 2008.5778, 385.35, -2.52
389604, 5195408, 3.12, 628.32, 563.77, 1.04, 18.04, 6.34, 36.368681, -99.252834, -1.0000, 565.77, -0.08
13812732, 1048305, 17.37, 557.19, 639.70, 1.88, 54.25, 87.78, 36.347066, -99.712026, 1961.3028, 644.57, -10.62
13812812, 1048424, 47.10, 406.69, 706.42, 0.47, 98.45, 7.90, 36.345431, -99.834830, 1978.3639, 711.09, -41.96
13813328, 1048460, 3.32, 592.19, 646.03, 1.09, 42.37, 93.45, 36.338022, -99.752239, 1965.5667, 648.38, 0.12
250374, 5194480, 5.60, 320.06, 353.33, 0.58, 14.02, 6.20, 36.391491, -97.779521, 1999.8222, 356.14, -2.21
13812888, 5194910, 38.88, 356.10, 719.88, 0.56, 71.63, 7.25, 36.340298, -99.945211, 2008.8972, 727.91, -30.29
250396, 5195003, 7.11, 149.23, 386.79, 0.60, 10.67, 6.05, 36.382049, -97.925150, 2013.6778, 387.67, -5.63
21047508, 5195018, 1.83, 144.91, 553.54, 0.55, 28.96, 6.85, 36.366819, -99.068153, 2012.1056, 557.13, 2.31
249108, 5195536, 5.50, 357.95, 386.78, 0.67, 12.50, 6.27, 36.380232, -98.270314, 2000.0028, 391.74, 0.13
13813330, 1048423, 1.66, 758.86, 647.12, 1.83, 25.91, 94.73, 36.332545, -99.765696, 1972.4361, 650.52, 3.57
20970574, 5194172, 17.68, 507.99, 314.53, 0.51, 18.90, 6.06, 36.386819, -97.173941, 1991.1194, 317.82, -13.88
250432, 5195001, 6.68, 201.02, 387.26, 0.51, 12.19, 5.64, 36.375919, -97.942050, 2013.6778, 387.41, -6.02
250462, 5195004, 16.09, 361.75, 384.40, 0.58, 21.55, 6.27, 36.377430, -97.961800, 2013.6778, 389.50, -10.41
251894, 5195271, 8.63, 633.33, 375.80, 0.80, 13.41, 7.13, 36.381004, -97.893154, 2012.2444, 382.51, -1.12
13812772, 1048287, 10.64, 604.75, 654.27, 0.99, 62.48, 11.86, 36.334394, -99.615541, 1978.0667, 663.99, 0.07
20972962, 5193959, 9.88, 211.01, 232.46, 0.56, 41.15, 7.23, 36.386023, -96.511678, 1983.4778, 247.49, 5.71
250432, 5195261, 6.01, 80.47, 387.22, 0.51, 9.14, 5.64, 36.373489, -97.941831, 2013.6778, 387.29, -5.43
13813330, 1048402, 2.91, 599.59, 649.04, 1.83, 18.29, 94.73, 36.318082, -99.765822, 1953.2028, 650.96, 0.84
13812890, 1048459, 9.81, 521.47, 646.92, 0.95, 57.91, 17.07, 36.322484, -99.718484, 1974.4250, 659.18, 3.40
389670, 5193920, 0.97, 461.69, 613.99, 0.59, 40.84, 8.39, 36.333743, -99.327017, -1.0000, 620.41, 6.04
21773091, 5194351, 2.91, 722.69, 188.79, 3.13, 10.67, 670.82, 36.373996, -95.132024, -1.0000, 192.28, 3.71
13813330, 5194387, 4.92, 799.15, 648.97, 1.83, 21.34, 94.73, 36.316422, -99.764791, 1997.1333, 652.95, 0.89
13813330, 5194388, 4.92, 799.15, 648.97, 1.83, 21.34, 94.73, 36.316422, -99.764791, 1997.1333, 652.95, 0.89
388956, 5195029, 3.18, 384.41, 543.52, 2.74, 10.97, 158.89, 36.334466, -99.197623, -1.0000, 546.04, 2.08
13812814, 5195288, 37.53, 754.88, 675.57, 0.61, 91.44, 10.08, 36.320784, -99.854446, 2010.8694, 700.96, -11.53
250432, 5195334, 8.69, 564.92, 381.36, 0.51, 14.02, 5.64, 36.360907, -97.935640, -1.0000, 388.73, -0.81
249184, 5195494, 8.20, 385.87, 374.66, 1.09, 12.80, 31.50, 36.355787, -98.268171, 2015.0778, 386.55, 4.78
13812834, 1048458, 16.91, 267.18, 673.87, 0.51, 58.83, 7.03, 36.315280, -99.691352, 1907.0028, 672.54, -17.73
249700, 5194108, 2.68, 577.84, 366.87, 2.74, 7.62, 153.17, 36.345172, -98.428652, 1987.6139, 368.93, 2.12
13813332, 1048256, 5.80, 1038.06, 676.44, 1.77, 98.76, 88.85, 36.288345, -99.983006, 1970.5444, 681.97, 1.50
13812862, 1048374, 1.85, 909.02, 660.10, 1.82, 68.58, 89.81, 36.292875, -99.859622, 1973.5667, 664.87, 4.74
13813342, 1048375, 4.10, 487.30, 665.46, 0.90, 73.15, 88.78, 36.292917, -99.888607, 1974.5861, 669.67, 1.01
389004, 5195159, 9.80, 103.60, 566.87, 0.51, 18.29, 5.77, 36.309324, -99.229205, -1.0000, 567.05, -9.11
13812916, 5195292, 3.01, 248.20, 670.84, 1.80, 86.87, 88.59, 36.289735, -99.925727, 2012.6944, 671.92, -0.13
13812968, 5193707, 13.32, 586.67, 681.42, 0.42, 91.74, 6.92, 36.272642, -99.924431, 1973.7778, 688.11, -6.21
13812922, 5193708, 11.57, 902.26, 665.00, 0.82, 60.96, 16.80, 36.279516, -99.729534, 1977.5111, 678.63, 2.88
13812916, 5193728, 5.07, 969.29, 670.88, 1.80, 15.24, 88.59, 36.279764, -99.933340, 1953.0028, 677.03, 2.88
13812910, 5194286, 4.21, 57.55, 694.22, 0.48, 60.96, 6.70, 36.289187, -99.666935, 1994.5389, 695.49, -2.46
833432, 5194352, 4.08, 361.99, 184.52, 0.99, 33.53, 20.90, 36.336590, -95.569780, -1.0000, 197.79, 10.18
389034, 5195363, 11.93, 540.81, 576.36, 0.43, 26.73, 6.07, 36.302126, -99.226080, -1.0000, 571.69, -16.17
13812932, 1048347, 16.50, 16.74, 687.03, 0.36, 54.86, 8.06, 36.273674, -99.711185, 1976.9333, 686.51, -16.66
250530, 1048538, 5.82, 30.79, 373.93, 0.42, 50.29, 5.74, 36.318680, -97.961170, -1.0000, 375.70, -3.63
13812974, 5193706, 21.31, 470.10, 688.33, 0.44, 67.06, 6.49, 36.266192, -99.796285, 1976.8750, 691.63, -17.57
13813342, 5193726, 29.26, 898.24, 675.83, 0.90, 96.93, 88.78, 36.265586, -99.879692, 1907.0028, 701.70, -2.49
389036, 5194455, 15.32, 877.36, 675.74, 0.43, 73.15, 7.04, 36.278838, -99.410373, 1985.6500, 661.93, -28.70
13812928, 5194745, 6.73, 55.14, 670.01, 0.92, 36.58, 15.38, 36.276961, -99.696715, 2006.3028, 671.00, -4.82
249624, 5195453, 11.74, 524.28, 380.46, 1.00, 22.04, 0.01, 36.305443, -98.193551, 2000.0028, 390.95, -0.25
249178, 5194040, 7.43, 1067.59, 361.76, 2.74, 10.97, 135.56, 36.299261, -98.357572, 1988.4222, 371.45, 5.00
13812972, 1048461, 15.33, 769.76, 684.69, 0.76, 64.62, 9.47, 36.263181, -99.607896, 1907.0028, 696.26, -3.00
389050, 1048472, 4.44, 183.53, 599.46, 0.47, 38.10, 7.27, 36.272359, -99.282226, 1977.1917, 600.52, -2.91
13813058, 5193705, 21.58, 930.73, 695.18, 0.43, 60.96, 6.71, 36.250103, -99.905556, 1971.6694, 701.63, -14.70
249178, 5194754, 1.81, 560.82, 360.20, 2.74, 7.92, 135.56, 36.289404, -98.372193, 2006.7250, 362.57, 3.30
13813342, 5195402, 12.72, 425.04, 683.39, 0.90, 45.42, 88.78, 36.250006, -99.896938, 2011.5639, 694.56, -0.65
13813056, 5193683, 20.52, 675.74, 695.05, 0.66, 91.44, 8.28, 36.241051, -99.842569, 1978.8472, 705.26, -9.65
