COMID,siteID,WellWaterDepth_m,NearestFlowlineDistance_m,NearStreamPtNED30mElv_masl,BankHeight_m,WellDepth_m,Width_m,latitude,longitude,Date,WellNED30mElv_masl,bank_corrected_head_difference_m
682421, 5195235, 22.60, 605.59, 432.93, 0.66, 30.45, 6.30, 35.294371, -98.548537, -1.0000, 456.07, 1.20
558015, 5195482, 6.36, 198.63, 542.38, 0.88, 9.14, 0.01, 35.272374, -99.153137, -1.0000, 552.28, 4.42
13756011, 5195533, 26.19, 645.83, 597.73, 0.93, 35.75, 99.86, 35.255966, -99.874843, 2013.0028, 616.11, -6.88
683399, 1048340, 14.82, 431.85, 417.52, 1.17, 98.45, 134.94, 35.273769, -98.574077, 1954.9194, 433.26, 2.09
682463, 1048430, 11.12, 454.80, 428.61, 0.78, 68.28, 7.06, 35.279123, -98.448403, 1957.2222, 447.48, 8.53
682449, 5193823, 6.26, 82.82, 471.84, 0.41, 15.85, 6.30, 35.276286, -98.721340, 1907.0028, 474.31, -3.38
6025918, 5194566, 15.85, 753.30, 393.25, 0.66, 19.20, 6.34, 35.288376, -97.819760, 2004.0250, 404.39, -4.05
418389, 5194643, 6.34, 184.05, 197.57, 2.86, 16.76, 78.43, 35.311724, -96.033695, 2004.8028, 201.25, 0.20
682455, 5194985, 19.69, 184.69, 453.30, 0.54, 30.45, 5.95, 35.279195, -98.648823, -1.0000, 456.71, -15.74
682465, 5195147, 20.12, 264.37, 440.70, 0.65, 38.01, 6.75, 35.276900, -98.464470, 1908.0028, 458.29, -1.88
682455, 5195413, 9.63, 174.64, 454.10, 0.54, 19.81, 5.95, 35.276688, -98.650375, 2013.0861, 458.64, -4.55
13756011, 1048520, 5.37, 135.23, 603.27, 0.93, 10.97, 99.86, 35.234356, -99.894220, 1951.8750, 607.59, -0.12
13756015, 1048521, 14.18, 850.92, 572.36, 0.96, 17.98, 102.46, 35.237525, -99.752530, 1907.0028, 588.53, 2.95
482128, 5195136, 22.22, 415.13, 314.67, 1.06, 60.96, 142.80, 35.290005, -97.251565, 2012.2611, 335.94, 0.11
682465, 5195252, 4.04, 61.10, 432.98, 0.65, 30.45, 6.75, 35.271110, -98.459564, -1.0000, 436.33, -0.04
682443, 5195305, 31.55, 832.45, 442.18, 0.43, 48.77, 5.14, 35.272326, -98.394905, 2013.0111, 476.20, 2.90
683415, 1048393, 14.10, 672.84, 448.05, 0.60, 73.15, 6.00, 35.266420, -98.391096, 1955.5944, 471.16, 9.61
683399, 5195398, 10.88, 1003.83, 416.96, 1.17, 29.90, 134.94, 35.262730, -98.587300, 1908.0028, 436.07, 9.40
13755545, 1048502, 3.48, 603.00, 630.63, 0.54, 10.06, 0.14, 35.218146, -99.963902, 1951.0028, 636.45, 2.88
13755527, 1048505, 10.02, 141.82, 539.16, 0.57, 19.51, 6.74, 35.230603, -99.541983, 1964.7556, 538.04, -10.57
13755555, 1048519, 3.54, 30.48, 618.94, 0.41, 10.67, 7.52, 35.214632, -99.893617, -1.0000, 619.00, -3.07
481888, 5194468, 13.30, 340.98, 319.70, 0.98, 42.67, 26.57, 35.274810, -97.355643, 1999.1222, 333.32, 1.30
415533, 5194860, 16.27, 510.50, 347.80, 0.54, 73.15, 5.24, 35.282650, -97.056317, 2007.8889, 364.08, 0.55
557185, 5195024, 11.41, 632.87, 538.72, 0.38, 36.88, 6.62, 35.248033, -99.117867, 2012.7389, 539.47, -10.28
683425, 5195182, 10.36, 722.15, 415.07, 2.03, 19.20, 163.82, 35.247490, -98.787257, 2013.1250, 427.13, 3.73
682497, 5195329, 37.80, 816.67, 472.68, 0.57, 52.12, 6.26, 35.248890, -98.677600, 2005.0028, 488.89, -21.02
683415, 5195346, 26.21, 740.77, 448.05, 0.60, 30.45, 6.00, 35.260067, -98.378906, -1.0000, 472.57, -1.09
13755575, 1048500, 12.99, 460.80, 594.68, 0.75, 26.21, 9.56, 35.207297, -99.806076, 1907.0028, 607.10, 0.18
418317, 5194673, 27.07, 741.76, 299.73, 0.55, 48.77, 5.43, 35.275285, -96.598553, 2005.2111, 314.10, -12.15
482080, 5194717, 39.00, 718.54, 323.12, 0.73, 71.63, 38.84, 35.261832, -97.354939, 2006.2833, 339.57, -21.82
482080, 5194734, 19.48, 723.08, 323.12, 0.73, 51.82, 38.84, 35.261944, -97.354802, 2006.2500, 340.11, -1.76
482080, 5194735, 19.48, 723.08, 323.12, 0.73, 51.82, 38.84, 35.261944, -97.354802, 2006.2500, 340.11, -1.76
683413, 5195093, 4.62, 852.63, 378.02, 1.18, 10.76, 21.04, 35.245190, -98.306850, -1.0000, 395.68, 14.22
682495, 5195166, 0.91, 889.51, 453.92, 0.53, 30.97, 5.72, 35.236867, -98.622949, 2013.0861, 465.75, 11.45
683417, 5195349, 3.54, 266.50, 415.14, 0.87, 30.45, 8.01, 35.245646, -98.462808, -1.0000, 427.95, 10.14
482076, 5193950, 10.03, 468.85, 317.14, 0.59, 39.62, 5.64, 35.255966, -97.047771, 1988.6083, 332.91, 6.33
511119, 5194421, 8.49, 302.68, 159.50, 0.38, 47.24, 4.69, 35.257107, -95.209479, 1997.4556, 169.35, 1.74
558025, 5194493, 8.45, 346.53, 511.50, 0.51, 60.96, 6.17, 35.219096, -99.258232, 2000.7250, 513.83, -5.61
13755619, 5194499, 13.12, 398.89, 576.22, 0.82, 24.99, 0.01, 35.204732, -99.676207, 2000.9778, 580.40, -8.12
13755585, 5194546, 13.34, 489.16, 529.98, 0.68, 21.34, 0.21, 35.211241, -99.541288, 2003.3972, 541.94, -0.69
682485, 5195066, 12.02, 235.85, 409.17, 1.21, 30.45, 196.29, 35.234935, -98.537695, -1.0000, 409.98, -10.00
682495, 5195321, 22.83, 862.39, 445.25, 0.53, 30.45, 5.72, 35.235026, -98.608421, -1.0000, 457.63, -9.92
13755631, 1048499, 19.71, 553.88, 553.92, 0.41, 64.01, 7.57, 35.203982, -99.492534, 1907.0028, 564.46, -8.76
6026174, 1048479, 2.82, 785.49, 341.58, 0.76, 10.97, 7.05, 35.242546, -97.509177, 1985.4389, 346.27, 2.63
13755611, 1048492, 12.87, 347.15, 614.83, 0.51, 24.99, 6.32, 35.188800, -99.829339, 1957.0028, 616.30, -10.89
13755683, 1048498, 13.49, 697.23, 591.82, 0.46, 43.28, 5.88, 35.189406, -99.734072, 1907.0028, 595.58, -9.27
683589, 1048555, 9.91, 688.84, 429.44, 0.56, 60.66, 5.65, 35.217646, -98.588368, 1907.0028, 441.30, 2.51
682499, 5195186, 16.24, 236.73, 444.88, 0.56, 30.45, 5.88, 35.216890, -98.639313, -1.0000, 451.21, -9.35
13755727, 1048491, 5.31, 458.31, 578.69, 0.47, 24.38, 5.90, 35.174765, -99.649906, 1907.0028, 580.85, -2.68
1543009, 5193986, 9.97, 162.95, 195.51, 0.26, 30.48, 4.81, 35.226779, -94.841935, 1988.4389, 200.23, -4.99
511249, 5194018, 5.88, 251.82, 171.83, 0.35, 42.67, 4.95, 35.232922, -95.147116, 1987.6611, 181.64, 4.28
512513, 5194393, 6.82, 465.89, 177.40, 0.42, 36.58, 5.26, 35.237626, -95.327945, 1994.5139, 184.79, 0.99
6026174, 5194661, 2.06, 768.69, 341.48, 0.76, 15.24, 7.05, 35.225884, -97.537650, 2005.4528, 341.21, -1.57
418077, 5194802, 22.20, 969.89, 273.90, 0.49, 53.34, 5.10, 35.231769, -96.596047, 2007.0806, 285.62, -9.99
682535, 5195125, 2.13, 481.50, 378.08, 0.90, 39.62, 0.01, 35.221149, -98.177882, 1908.0028, 383.82, 4.51
482388, 5194906, 6.64, 368.32, 289.73, 0.76, 21.34, 7.68, 35.217739, -96.990378, 1901.0028, 299.19, 3.58
683613, 5194137, 35.49, 802.19, 440.44, 0.71, 67.06, 6.72, 35.181788, -98.829312, 1985.2083, 469.95, -5.27
691147, 5195138, 13.41, 887.91, 505.69, 0.46, 36.88, 6.29, 35.171872, -99.026731, 1901.0028, 511.21, -7.43
683449, 5195218, 16.38, 787.54, 407.29, 2.04, 23.77, 162.35, 35.175910, -98.746430, 2013.1250, 424.70, 3.07
682535, 5195258, 7.21, 327.16, 367.80, 0.90, 19.20, 0.01, 35.186390, -98.180010, 1908.0028, 373.85, -0.26
682547, 1048298, 19.83, 668.73, 405.19, 0.70, 71.63, 5.84, 35.179633, -98.430299, 1956.0361, 427.90, 3.58
13756133, 1048490, 6.24, 829.02, 508.95, 2.02, 15.24, 47.80, 35.142601, -99.501255, 1907.0028, 519.96, 6.79
418331, 5193767, 4.77, 29.43, 217.57, 1.43, 6.86, 181.74, 35.194811, -96.248893, 1982.6111, 219.43, -1.48
511431, 5194264, 8.47, 881.21, 211.54, 0.42, 30.48, 19.80, 35.196880, -95.892944, 1993.3528, 213.78, -5.81
511431, 5194265, 5.18, 915.94, 216.45, 0.42, 24.38, 19.80, 35.196180, -95.894272, 1993.4778, 215.51, -5.70
682547, 5194450, 20.71, 919.72, 410.92, 0.70, 66.14, 5.84, 35.178729, -98.411706, 1957.1944, 435.64, 4.71
481978, 5194627, 1.80, 15.33, 300.08, 0.68, 48.77, 58.86, 35.193282, -97.187227, 2004.6333, 300.36, -0.84
481952, 5194666, 30.49, 659.00, 326.42, 0.63, 60.96, 5.63, 35.196000, -97.358552, 2005.1972, 350.01, -6.27
6025942, 5195222, 9.77, 89.24, 338.41, 0.58, 18.29, 5.68, 35.190225, -97.457064, 2011.5889, 344.69, -2.91
13755827, 1048489, 7.14, 981.18, 512.50, 0.45, 23.16, 7.11, 35.123126, -99.464493, 1907.0028, 528.75, 9.56
1544781, 5193779, 5.11, 154.09, 183.26, 0.50, 22.86, 6.83, 35.174813, -95.274169, 1907.0028, 183.51, -4.36
511481, 5194376, 4.63, 586.38, 190.97, 0.35, 21.34, 5.58, 35.177712, -95.795592, 1994.4444, 188.08, -7.17
683449, 5195078, 9.63, 921.96, 405.20, 2.04, 29.87, 162.35, 35.147117, -98.779340, 2013.1250, 420.71, 7.92
682559, 5195360, 16.40, 724.51, 394.59, 0.72, 21.34, 74.97, 35.149163, -98.425529, 2013.0111, 407.95, -2.32
682591, 1048257, 23.05, 535.24, 425.25, 0.54, 60.96, 5.63, 35.142440, -98.299829, 1957.4139, 434.16, -13.60
418165, 5193780, 3.94, 98.40, 229.37, 0.58, 9.14, 5.65, 35.162617, -96.401485, 1907.0028, 232.02, -0.70
683621, 5195127, 4.60, 671.37, 412.81, 0.60, 12.19, 6.19, 35.139564, -98.689043, 2013.1250, 425.84, 9.03
481986, 5195153, 20.27, 318.77, 335.94, 0.58, 51.82, 5.29, 35.157847, -97.305920, 2008.7917, 356.12, 0.49
682597, 5195326, 15.60, 241.02, 399.59, 0.71, 35.36, 0.88, 35.131600, -98.550000, 1908.0028, 411.85, -2.63
682563, 5195333, 29.62, 507.59, 418.35, 0.46, 47.24, 5.56, 35.138770, -98.319950, 1908.0028, 427.33, -20.18
682561, 5195347, 3.29, 22.18, 387.11, 1.36, 30.45, 29.28, 35.144478, -98.444711, -1.0000, 387.45, -1.59
13755861, 5193587, 8.50, 381.90, 494.62, 2.02, 14.94, 51.51, 35.102453, -99.406267, 1907.0028, 502.96, 1.86
481986, 5193651, 25.54, 88.16, 354.36, 0.58, 85.34, 5.29, 35.143140, -97.303450, 1984.0444, 359.04, -20.28
6026018, 5194838, 35.84, 317.41, 358.61, 0.49, 85.34, 5.75, 35.143199, -97.363032, 2007.5694, 366.40, -27.56
682615, 5195318, 4.40, 419.02, 366.01, 1.05, 17.53, 0.70, 35.132900, -98.123540, 1990.0028, 360.47, -8.89
683461, 1048404, 8.31, 144.29, 388.87, 2.11, 26.82, 146.51, 35.109538, -98.600174, 1983.6694, 396.91, 1.84
13745520, 5193585, 13.50, 873.95, 536.76, 0.57, 21.95, 6.39, 35.088973, -99.503475, -1.0000, 546.88, -2.81
683461, 5194261, 12.41, 473.80, 388.76, 2.11, 34.75, 146.51, 35.116101, -98.584915, -1.0000, 406.95, 7.89
1544915, 5194327, 5.52, 236.44, 180.67, 0.30, 31.70, 4.74, 35.131260, -95.015043, 1993.3972, 183.84, -2.05
6026020, 5194371, 33.55, 907.98, 377.13, 0.66, 48.77, 6.17, 35.117647, -97.713515, 1995.9556, 411.29, 1.27
482476, 5193738, 13.80, 491.55, 302.51, 0.58, 24.38, 5.37, 35.108134, -97.001096, 1984.5944, 309.88, -5.85
683475, 5193865, 6.15, 504.86, 399.48, 1.34, 14.02, 133.29, 35.082198, -98.759986, 1956.0500, 407.77, 3.48
6025990, 5194347, 21.41, 884.00, 337.93, 0.60, 54.86, 5.57, 35.108467, -97.283752, 1994.7833, 362.95, 4.21
683473, 1048391, 6.91, 18.75, 357.67, 2.18, 30.48, 128.74, 35.086415, -98.229299, 1956.8250, 359.73, -2.67
418227, 5193891, 58.56, 942.61, 275.02, 0.51, 96.01, 5.10, 35.109386, -96.519204, 1986.4444, 295.43, -37.64
13755881, 5194497, 10.02, 884.56, 491.91, 0.78, 14.63, 7.97, 35.059090, -99.336862, 2000.5500, 494.07, -7.08
682659, 5194753, 7.96, 350.91, 373.85, 2.17, 24.38, 139.58, 35.078466, -98.411890, 2006.7806, 380.65, 1.01
1545499, 5194392, 4.54, 399.94, 163.83, 0.64, 21.34, 9.73, 35.089290, -95.230901, 1995.6889, 163.76, -3.97
682681, 5195419, 2.07, 648.49, 352.78, 0.92, 8.53, 14.47, 35.071814, -98.211369, 2012.9944, 355.63, 1.70
6026124, 5193660, 16.31, 134.59, 335.74, 0.62, 67.06, 5.96, 35.073166, -97.299750, 1907.0028, 341.86, -9.57
682673, 5195263, 6.00, 801.32, 389.70, 0.79, 15.24, 7.84, 35.055270, -98.480950, 2000.0028, 404.74, 9.83
13755953, 5193580, 9.97, 470.50, 507.61, 0.46, 22.86, 6.07, 35.022844, -99.392530, -1.0000, 512.09, -5.03
6026052, 5194139, 22.37, 874.41, 317.31, 0.67, 67.06, 6.01, 35.064358, -97.153502, 1990.0028, 341.61, 2.60
682755, 5194245, 10.23, 844.24, 387.57, 0.56, 41.15, 6.05, 35.031316, -98.356264, 1989.8528, 414.70, 17.46
13755947, 5193847, 9.46, 86.14, 483.10, 0.55, 17.98, 6.34, 35.004878, -99.315157, 1981.1972, 483.73, -8.28
684041, 5194931, 3.62, 172.23, 328.89, 0.64, 30.48, 0.34, 35.032333, -97.914508, 2009.8889, 330.35, -1.52
13747444, 5193578, 2.99, 528.12, 490.80, 0.95, 7.32, 18.26, 34.972163, -99.694359, 1954.9778, 495.48, 2.64
685317, 5194550, 11.95, 576.31, 393.62, 0.59, 42.67, 0.40, 35.003898, -98.370598, 2003.5417, 412.14, 7.16
482558, 5194693, 39.14, 741.45, 307.56, 0.61, 67.06, 5.70, 35.024637, -96.867291, 2005.8222, 334.54, -11.55
682773, 5195017, 14.40, 836.75, 422.59, 0.65, 28.65, 6.45, 35.011290, -98.409580, 1908.0028, 446.24, 9.90
682819, 5195443, 2.48, 391.73, 367.99, 0.71, 28.96, 6.79, 35.010468, -98.162866, 2011.5389, 381.02, 11.26
13747466, 5193577, 9.78, 626.74, 481.27, 1.16, 14.33, 120.37, 34.965875, -99.585192, 1963.8139, 496.48, 6.59
13757101, 5193854, 8.54, 998.80, 471.06, 2.04, 19.51, 0.53, 34.978707, -99.326363, 1907.0028, 480.88, 3.32
673554, 5195056, 6.25, 265.30, 431.32, 0.45, 21.34, 5.34, 34.999530, -98.489400, 1930.6083, 433.63, -3.49
682835, 5195276, 2.38, 33.26, 407.11, 0.49, 3.66, 5.52, 35.001299, -98.388618, -1.0000, 406.18, -2.82
682819, 5195388, 6.74, 513.90, 371.92, 0.71, 43.59, 6.79, 35.002418, -98.157750, 1908.0028, 384.27, 6.32
13757101, 5193846, 8.98, 725.92, 471.06, 2.04, 18.90, 0.53, 34.971462, -99.326318, 1980.7194, 479.43, 1.43
682817, 5194337, 10.70, 586.24, 388.33, 0.64, 36.58, 0.05, 34.997773, -98.142467, 1994.7694, 403.33, 4.94
561529, 5194822, 4.53, 531.35, 479.35, 0.66, 11.58, 6.96, 34.972560, -99.285402, 1907.0028, 484.84, 1.62
672496, 5195381, 4.16, 299.15, 421.67, 0.50, 28.96, 5.62, 34.986241, -98.393796, -1.0000, 424.48, -0.85
561529, 5195542, 2.83, 53.14, 475.67, 0.66, 18.14, 6.96, 34.966548, -99.276231, 2013.0028, 475.61, -2.23
686135, 1048362, 2.56, 15.06, 405.71, 0.47, 62.48, 5.86, 34.980768, -98.243933, 1907.9444, 405.93, -1.87
6028220, 5194476, 5.46, 23.34, 296.13, 0.43, 19.20, 5.13, 34.987775, -96.966745, 1999.6861, 296.76, -4.40
518615, 5194841, 3.38, 224.87, 229.54, 0.35, 15.54, 5.64, 34.998748, -96.156062, 2007.6417, 232.38, -0.19
13747670, 5193576, 4.09, 659.41, 472.68, 0.70, 7.32, 6.85, 34.931590, -99.528776, -1.0000, 472.99, -3.08
484364, 5194281, 19.22, 462.79, 284.65, 0.41, 39.62, 5.19, 34.984695, -96.659768, 1992.2111, 292.79, -10.67
484390, 5194795, 16.96, 116.20, 270.49, 0.50, 42.67, 4.77, 34.985631, -96.665780, 2006.8722, 278.69, -8.26
686209, 5194939, 3.88, 232.34, 366.51, 0.67, 33.53, 6.31, 34.970419, -98.069618, 2009.6722, 374.23, 4.51
672604, 5195133, 4.35, 409.96, 409.08, 0.53, 13.72, 5.66, 34.963450, -98.339100, 1901.0028, 415.88, 2.98
13747710, 5193575, 3.41, 543.57, 467.28, 1.65, 8.53, 108.30, 34.930193, -99.509857, -1.0000, 471.45, 2.41
13747838, 1048574, 11.30, 924.60, 459.40, 1.67, 20.12, 105.55, 34.920791, -99.403491, -1.0000, 473.74, 4.71
13747786, 1048575, 8.33, 182.19, 468.36, 0.66, 15.85, 7.28, 34.925199, -99.433748, -1.0000, 473.53, -2.50
6027606, 5194858, 9.78, 304.88, 307.28, 0.83, 23.47, 9.81, 34.972011, -97.297860, 2008.0389, 319.53, 3.30
685647, 5195424, 15.64, 331.31, 418.08, 0.59, 29.87, 5.85, 34.958630, -98.112000, 1908.0028, 429.53, -3.60
686139, 5195028, 12.16, 779.35, 435.98, 0.47, 18.90, 5.95, 34.941101, -98.238450, 2012.8861, 438.19, -9.48
13747842, 1048564, 9.87, 519.38, 465.21, 0.50, 15.24, 6.81, 34.902717, -99.370594, -1.0000, 466.62, -7.96
13747832, 1048562, 7.14, 402.43, 463.47, 0.68, 14.94, 6.45, 34.899880, -99.356489, -1.0000, 465.09, -4.84
13747830, 1048563, 12.73, 68.00, 466.81, 0.48, 17.68, 5.86, 34.900786, -99.341653, -1.0000, 466.93, -12.13
672736, 5195370, 3.92, 279.79, 408.38, 0.45, 9.75, 6.75, 34.923220, -98.443514, 1984.0028, 410.68, -1.17
13531455, 1048532, 20.80, 968.38, 517.42, 0.65, 33.22, 5.96, 34.881755, -99.613761, 1953.4250, 525.03, -12.54
13531455, 1048533, 20.80, 968.38, 517.42, 0.65, 33.22, 5.96, 34.881755, -99.613761, 1953.4250, 525.03, -12.54
13747844, 5194077, 13.68, 711.05, 457.51, 0.72, 16.00, 7.33, 34.892992, -99.335705, 1985.4444, 465.14, -5.33
13747844, 5194299, 6.10, 172.11, 453.84, 0.72, 12.04, 7.33, 34.884683, -99.339117, 1992.2194, 456.55, -2.67
685721, 1048331, 1.87, 50.80, 408.27, 0.49, 33.53, 5.94, 34.909466, -98.217074, 1970.4056, 411.34, 1.69
6030516, 5193824, 4.02, 153.37, 249.98, 3.15, 17.07, 88.70, 34.927508, -96.698094, 1980.7250, 250.83, -0.02
6030542, 5193825, 4.02, 144.25, 248.58, 3.15, 16.22, 88.07, 34.924026, -96.702551, 1970.8333, 252.07, 2.62
19958172, 5194385, 9.62, 568.26, 309.02, 2.30, 27.43, 116.31, 34.916382, -97.750321, 1996.9611, 311.67, -4.67
685727, 5194653, 3.89, 913.46, 380.81, 0.46, 28.96, 5.53, 34.912456, -98.069058, 2004.9444, 391.65, 7.41
19958172, 5194777, 11.64, 484.76, 307.95, 2.30, 33.53, 116.31, 34.918411, -97.778490, 2006.8167, 313.70, -3.59
672992, 5195043, 12.82, 601.75, 431.09, 0.50, 36.58, 5.73, 34.899425, -98.303117, -1.0000, 440.74, -2.67
685717, 5195278, 13.15, 332.92, 396.54, 0.54, 30.48, 5.54, 34.912189, -98.104918, -1.0000, 406.93, -2.22
6028768, 5194876, 3.60, 149.54, 250.78, 0.69, 14.94, 7.29, 34.916818, -96.717379, 2008.0417, 255.11, 1.42
6028860, 5194131, 27.19, 310.10, 271.15, 0.43, 44.20, 5.15, 34.912612, -96.679007, 1990.5056, 284.56, -13.35
685807, 5195267, 6.40, 121.48, 407.50, 0.46, 28.04, 6.42, 34.895080, -98.181816, 1908.0028, 409.13, -4.31
13747858, 5195359, 4.27, 42.48, 451.53, 0.49, 8.84, 5.90, 34.862925, -99.342301, 2012.8917, 451.54, -3.77
6028894, 5194958, 4.37, 157.74, 262.27, 0.42, 14.33, 5.37, 34.903153, -96.773747, 2010.4889, 262.22, -4.00
685909, 5195328, 7.21, 38.52, 395.51, 0.48, 43.28, 6.51, 34.879100, -98.219890, 1908.0028, 392.13, -10.11
6028980, 5195517, 4.96, 16.66, 301.26, 0.40, 21.34, 5.11, 34.903132, -96.886162, -1.0000, 302.34, -3.48
6029030, 5193764, 11.28, 469.50, 313.95, 0.41, 21.34, 5.12, 34.885492, -96.842961, 1985.6389, 319.03, -5.79
6029164, 5195515, 8.98, 89.93, 323.50, 0.38, 29.99, 5.22, 34.883628, -96.868012, -1.0000, 325.89, -6.21
686273, 5195327, 13.58, 295.20, 381.42, 0.52, 36.58, 5.51, 34.853690, -98.123810, 2006.0028, 393.50, -0.98
6029164, 5195492, 5.76, 77.85, 303.62, 0.38, 73.97, 5.22, 34.871504, -96.872742, -1.0000, 305.75, -3.25
687443, 1048378, 24.34, 420.31, 394.29, 0.56, 36.58, 5.74, 34.852024, -97.930611, 1987.8278, 415.48, -2.59
6045616, 5194128, 24.76, 231.53, 200.88, 0.24, 55.78, 5.12, 34.859385, -94.906486, 1990.6472, 235.95, 10.55
704672, 5194238, 13.34, 486.23, 269.54, 0.46, 22.56, 5.01, 34.864134, -96.403407, 1966.3917, 272.80, -9.62
6029160, 5195465, 5.41, 629.65, 318.53, 0.37, 10.76, 5.32, 34.864163, -96.828169, -1.0000, 312.20, -11.37
6029326, 5195540, 9.82, 239.84, 312.66, 0.56, 36.58, 5.67, 34.857150, -96.947833, 2015.0389, 326.02, 4.10
515957, 1048443, 2.15, 595.02, 212.57, 0.35, 33.53, 5.45, 34.857692, -95.737638, 2001.2667, 210.27, -4.10
6029384, 1048547, 8.05, 258.92, 341.60, 0.52, 20.42, 5.01, 34.848100, -96.967976, -1.0000, 343.21, -5.92
19958182, 5193792, 8.12, 337.15, 291.84, 2.32, 14.33, 111.96, 34.840245, -97.543633, 1987.7278, 296.01, -1.63
19957390, 5194237, 5.53, 154.37, 283.06, 1.02, 24.99, 29.03, 34.851014, -97.425424, 1968.8889, 287.10, -0.47
13532047, 5194440, 2.58, 697.48, 442.27, 1.84, 16.76, 107.79, 34.799444, -99.447472, 1975.2639, 445.15, 2.14
13532047, 5194441, 2.58, 697.48, 442.27, 1.84, 16.76, 107.79, 34.799444, -99.447472, 1975.2639, 445.15, 2.14
19957466, 5195103, 9.52, 284.50, 344.49, 0.63, 34.14, 6.04, 34.841510, -97.862320, 1908.0028, 352.22, -1.16
13531945, 5195444, 19.11, 1003.05, 522.13, 0.56, 33.53, 6.46, 34.806882, -99.541371, 2014.7444, 521.98, -18.70
6029388, 5195491, 10.95, 219.11, 287.30, 0.50, 57.76, 4.92, 34.853876, -96.779166, -1.0000, 298.58, 0.83
6029378, 5195516, 5.16, 225.07, 304.96, 0.37, 37.76, 5.09, 34.850870, -96.824974, -1.0000, 310.71, 0.96
6029390, 5195538, 10.23, 304.42, 307.69, 0.51, 13.50, 5.35, 34.848110, -96.862045, -1.0000, 315.42, -1.99
686043, 5194082, 9.13, 867.05, 365.00, 0.98, 24.38, 20.36, 34.829292, -98.137583, 1983.7222, 394.95, 21.80
686065, 5195223, 8.77, 518.24, 414.92, 0.52, 22.25, 5.51, 34.826420, -98.215900, 1908.0028, 434.83, 11.66
560199, 5193844, 4.50, 373.63, 430.01, 0.59, 9.45, 7.58, 34.797354, -99.141792, 1907.0028, 429.52, -4.40
560183, 5193845, 1.86, 628.94, 426.28, 1.54, 7.01, 16.05, 34.804830, -99.141455, 1907.0028, 428.28, 1.68
6046052, 5193866, 13.96, 188.15, 184.38, 0.34, 65.53, 4.80, 34.837795, -94.546419, 1907.0028, 192.08, -5.92
6029508, 5194181, 4.76, 590.31, 308.92, 0.48, 24.38, 5.01, 34.843854, -96.783238, 1991.4167, 311.89, -1.31
19958704, 5194236, 5.66, 737.30, 274.85, 2.34, 27.43, 105.88, 34.837628, -97.349095, 1967.2167, 283.79, 5.62
704646, 5194391, 13.76, 787.21, 247.28, 0.44, 21.64, 4.89, 34.846553, -96.288781, 1996.4917, 263.03, 2.43
6029452, 5194425, 14.22, 221.73, 333.75, 0.40, 27.43, 5.12, 34.842165, -96.987341, 1998.4972, 341.08, -6.49
6029454, 5194459, 13.83, 65.23, 330.69, 0.37, 18.29, 5.19, 34.842840, -96.995166, 1999.0889, 335.51, -8.64
6027656, 5194686, 13.96, 579.52, 330.70, 0.50, 18.29, 5.05, 34.839989, -97.009567, 2005.5389, 344.51, 0.35
6029414, 5195135, 17.75, 266.61, 344.88, 0.38, 27.74, 5.05, 34.839386, -96.938992, 2011.6139, 347.76, -14.49
19957488, 5195339, 17.54, 508.89, 428.88, 0.57, 23.77, 5.39, 34.827660, -97.965810, 1908.0028, 431.12, -14.73
6030254, 5195451, 1.94, 96.61, 294.20, 0.47, 18.53, 5.02, 34.838623, -96.757461, -1.0000, 301.46, 5.79
13531959, 1048561, 9.62, 535.75, 466.09, 0.54, 47.24, 6.18, 34.775601, -99.618412, 1948.7278, 471.38, -3.79
704850, 5194270, 5.92, 622.77, 253.09, 0.40, 15.54, 5.02, 34.829291, -96.292112, -1.0000, 256.76, -1.85
704850, 5194271, 8.32, 434.80, 256.11, 0.40, 16.46, 5.02, 34.833290, -96.293426, -1.0000, 258.91, -5.12
13533433, 5194298, 3.16, 248.12, 445.27, 0.69, 18.29, 6.83, 34.782469, -99.334062, 1953.6389, 446.83, -0.91
686103, 5194427, 7.96, 420.89, 392.89, 0.49, 30.48, 5.55, 34.810511, -98.141791, 1998.3861, 394.21, -6.15
686095, 5194620, 12.34, 380.91, 379.26, 0.61, 15.24, 6.49, 34.808330, -98.023180, 2004.3611, 396.75, 5.76
6029674, 1048546, 19.96, 983.26, 335.19, 0.61, 30.18, 6.07, 34.812112, -96.966790, -1.0000, 344.62, -9.92
19957488, 5193611, 4.49, 289.97, 402.13, 0.57, 60.05, 5.39, 34.802192, -97.965352, 1907.0028, 407.35, 1.30
13738589, 5194339, 37.05, 347.27, 510.53, 0.72, 97.54, 6.72, 34.754790, -99.885700, 1995.2222, 513.86, -33.00
13532059, 5194458, 30.96, 268.64, 465.96, 0.67, 47.24, 6.95, 34.759143, -99.737736, 1953.0306, 470.62, -25.63
6029588, 5195051, 13.50, 45.26, 338.46, 0.54, 24.38, 5.39, 34.811945, -96.984938, 2011.6111, 339.38, -12.04
8355981, 5195356, 2.71, 749.80, 392.38, 0.52, 24.38, 5.71, 34.796710, -98.168130, 1960.0028, 398.98, 4.41
687459, 1048349, 31.42, 795.93, 412.05, 0.40, 45.72, 5.50, 34.784372, -97.988676, 1984.4194, 438.18, -4.89
13738589, 5194189, 22.42, 64.04, 505.13, 0.72, 77.11, 6.72, 34.739879, -99.894472, 1957.2583, 505.42, -21.41
